pragmeta_trial_id,domain_name,quote,best_match,best_paragraph,ratio
664,Eligibility,"The inclusion criteria for the trial were clinical diagnosis of MS, as defined by the modified McDonald criteria, with an Expanded Disability Status Scale (EDSS) score of 1.0–6.5, and able to walk a 10-metre distance; aged 18–65 years; clinically stable for at least four weeks prior to entering the study; physically able to participate in exercise three times per week; able to provide written informed consent.","The inclusion criteria for the trial were clinical diagnosis of MS, as defined by the modified McDonald criteria,9 with an Expanded Disability Status Scale (EDSS) score of 1.0–6.5, and able to walk a 10-metre distance; aged 18–65 years; clinically stable for at least four weeks prior to entering the study; physically able to participate in exercise three times per week; able to provide written informed consen","A total of 120 PwMS were recruited via the Sheffield MS Clinic and flyers/community adverts displayed at the local South Yorkshire MS Society branches. All patients were assessed by a consultant neurologist with an interest in MS prior to entering the trial. The inclusion criteria for the trial were clinical diagnosis of MS, as defined by the modified McDonald criteria,9 with an Expanded Disability Status Scale (EDSS) score of 1.0–6.5, and able to walk a 10-metre distance; aged 18–65 years; clinically stable for at least four weeks prior to entering the study; physically able to participate in exercise three times per week; able to provide written informed consent. Participants on disease-modifying therapy (interferon beta, glatiramer acetate and natalizumab) had been stable on this treatment for at least three months. Exclusion criteria were comorbid conditions impairing the ability to be physically active three times per week; unwilling to be randomised; living more than 20 miles from the trial centre; already engaged in structured exercise or brisk walking ≥ 3 times per week for ≥ 30 minutes per session for at least six months.",99.75728155339806
664,Recruitment,A total of 120 PwMS were recruited via the Sheffield MS Clinic and flyers/community adverts displayed at the local South Yorkshire MS Society branches.,A total of 120 PwMS were recruited via the Sheffield MS Clinic and flyers/community adverts displayed at the local South Yorkshire MS Society branches.,"A total of 120 PwMS were recruited via the Sheffield MS Clinic and flyers/community adverts displayed at the local South Yorkshire MS Society branches. All patients were assessed by a consultant neurologist with an interest in MS prior to entering the trial. The inclusion criteria for the trial were clinical diagnosis of MS, as defined by the modified McDonald criteria,9 with an Expanded Disability Status Scale (EDSS) score of 1.0–6.5, and able to walk a 10-metre distance; aged 18–65 years; clinically stable for at least four weeks prior to entering the study; physically able to participate in exercise three times per week; able to provide written informed consent. Participants on disease-modifying therapy (interferon beta, glatiramer acetate and natalizumab) had been stable on this treatment for at least three months. Exclusion criteria were comorbid conditions impairing the ability to be physically active three times per week; unwilling to be randomised; living more than 20 miles from the trial centre; already engaged in structured exercise or brisk walking ≥ 3 times per week for ≥ 30 minutes per session for at least six months.",100.0
664,Recruitment,"Of 349 potential participants who were assessed for eligibility, 120 (34%) were randomised.","Of 349 potential participants who were assessed for eligibility, 120 (34%) were randomised","The trial took place from March 2009 to August 2012. Of 349 potential participants who were assessed for eligibility, 120 (34%) were randomised (Figure 1). The two groups had similar demographic, anthropometric and MS disease characteristics at baseline (Table 1). In the two years preceding the study, 55 relapses were experienced by 30 participants in the usual care group in comparison to 54 relapses experienced by 33 participants in the exercise group.",100.0
664,Setting,An exercise physiologist supervised the delivery of the intervention but with physiotherapist input during the early stages of the programme.,An exercise physiologist supervised the delivery of the intervention but with physiotherapist input during the early stages of the programme.,"An exercise physiologist supervised the delivery of the intervention but with physiotherapist input during the early stages of the programme. During weeks 1–6, participants attended two supervised sessions per week at a university exercise research facility and engaged in one additional self-directed exercise session in their home environment. Supervised exercise sessions involved up to three participants and lasted for approximately one hour. Studies show that aerobic exercise, resistance exercise and combined programmes bring health benefits to PwMS.10,11 Hence, the programme was designed to be pragmatic and accessible, taking into account exercise preferences and giving choices. Aerobic exercise was the core exercise modality as it is accessible (i.e. includes community-based walking exercise) and does not require equipment. Participants were asked to complete short bouts (e.g. 5 × 3 minutes, with two-minute rest intervals) of low to moderate intensity aerobic exercise (e.g. stepping ergometer, cycle-ergometer, treadmill walking, rowing ergometer, arm-cranking) at 50%–69% of predicted maximum heart rate (220–age) or 12–14 on the Borg Ratings of Perceived Exertion Scale.12 Intensity was monitored continuously during exercise training sessions. As the intervention progressed, participants were encouraged to participate in longer periods of aerobic exercise (e.g. 5 × 4 minutes) or to take shorter rests between bouts.",100.0
664,Setting,"During weeks 1–6, participants attended two supervised sessions per week at a university exercise research facility and engaged in one additional self-directed exercise session in their home environment.","During weeks 1–6, participants attended two supervised sessions per week at a university exercise research facility and engaged in one additional self-directed exercise session in their home environment.","An exercise physiologist supervised the delivery of the intervention but with physiotherapist input during the early stages of the programme. During weeks 1–6, participants attended two supervised sessions per week at a university exercise research facility and engaged in one additional self-directed exercise session in their home environment. Supervised exercise sessions involved up to three participants and lasted for approximately one hour. Studies show that aerobic exercise, resistance exercise and combined programmes bring health benefits to PwMS.10,11 Hence, the programme was designed to be pragmatic and accessible, taking into account exercise preferences and giving choices. Aerobic exercise was the core exercise modality as it is accessible (i.e. includes community-based walking exercise) and does not require equipment. Participants were asked to complete short bouts (e.g. 5 × 3 minutes, with two-minute rest intervals) of low to moderate intensity aerobic exercise (e.g. stepping ergometer, cycle-ergometer, treadmill walking, rowing ergometer, arm-cranking) at 50%–69% of predicted maximum heart rate (220–age) or 12–14 on the Borg Ratings of Perceived Exertion Scale.12 Intensity was monitored continuously during exercise training sessions. As the intervention progressed, participants were encouraged to participate in longer periods of aerobic exercise (e.g. 5 × 4 minutes) or to take shorter rests between bouts.",100.0
664,Organization,The supervised exercise sessions incorporated cognitive-behavioural techniques to promote long-term participation in physical activity.,"The supervised exercise sessions incorporated cognitive-behavioural techniques (e.g. goal setting, finding social support, understandi","The supervised exercise sessions incorporated cognitive-behavioural techniques (e.g. goal setting, finding social support, understanding the costs/benefits of exercise, etc.) to promote long-term participation in physical activity. Using the Transtheoretical Model13 as a guiding framework, this aspect of the intervention was aimed at equipping PwMS with the skills, knowledge and confidence to engage in a more physically active lifestyle. The cognitive-behavioural elements were integrated into the exercise sessions using strategies appropriate to the conversation, stage of change and concerns/questions raised by participants. Further details of the theoretical model for facilitating physical activity behaviour change have been published previously.8 Participants in the usual care group were offered three exercise sessions at the university exercise research facility and individual exercise advice after the study.",75.37313432835822
664,Flexibility (delivery),"The prescribed strength training was based on individual functional needs, as assessed by the trial physiotherapist.","The prescribed strength training was based on individual functional needs, as assessed by the trial physiotherapist","Where appropriate, participants also performed exercises for strength and control. The prescribed strength training was based on individual functional needs, as assessed by the trial physiotherapist (NS). Strength training was undertaken by 48 of 60 participants in the intervention group and typically involved two to six different resistance exercises (e.g. wall press-ups, arm-curls, leg abduction, wall squats and/or regular squats, knee extensions, calf raises, sit-to-stand) each session. Body resistance, light weights and Therabands were used to provide resistance and one to three sets of five to 20 repetitions were performed, depending on level of disability and strength, as well as stage of the programme (exercises were progressed according to individual capabilities and strength gains). Balance board, balance exercises and exercise ball work were included where control and coordination were a problem and static stretching exercises for large skeletal muscle groups were also included in the sessions if appropriate.",100.0
664,Follow-up,"Outcomes were assessed at baseline, and at three months (post-intervention) and nine months after randomisation.","Outcomes were assessed at baseline, and at three months (post-intervention) and nine months after randomisation.","Outcomes were assessed at baseline, and at three months (post-intervention) and nine months after randomisation. The primary outcome was self-reported exercise behaviour at three months using the Godin Leisure Time Exercise Questionnaire (GLTEQ).14 The GLTEQ asks participants to recall the frequency of strenuous, moderate and mild intensity exercise for periods >15 minutes over the past seven days and is a valid measure of habitual exercise in PwMS.15 Daily movement and step counts were objectively assessed using an accelerometer (Actigraph GT2M accelerometer, Actigraph, LLC, FL, USA), worn on the waist during waking hours, except when bathing/showering or swimming. Accelerometers were programmed for an epoch length of one minute and the average daily movement count (vertical axis) and daily step count over a seven-day period were recorded.",100.0
664,Primary outcome,The primary outcome was self-reported exercise behaviour at three months using the Godin Leisure Time Exercise Questionnaire (GLTEQ).,The primary outcome was self-reported exercise behaviour at three months using the Godin Leisure Time Exercise Questionnaire (GLTEQ).,"Outcomes were assessed at baseline, and at three months (post-intervention) and nine months after randomisation. The primary outcome was self-reported exercise behaviour at three months using the Godin Leisure Time Exercise Questionnaire (GLTEQ).14 The GLTEQ asks participants to recall the frequency of strenuous, moderate and mild intensity exercise for periods >15 minutes over the past seven days and is a valid measure of habitual exercise in PwMS.15 Daily movement and step counts were objectively assessed using an accelerometer (Actigraph GT2M accelerometer, Actigraph, LLC, FL, USA), worn on the waist during waking hours, except when bathing/showering or swimming. Accelerometers were programmed for an epoch length of one minute and the average daily movement count (vertical axis) and daily step count over a seven-day period were recorded.",100.0
664,Primary analysis,"All analyses were by intention to treat, whereby participants were analysed in the arm to which they were randomised irrespective of whether they complied with the intervention.","All analyses were by intention to treat, whereby participants were analysed in the arm to which they were randomised irrespective of whether they complied with the intervention.","Repeated-measures mixed modelling was used to compare outcomes between the randomised groups at the three- and nine-month follow-ups, adjusting for baseline score, EDSS and gender. The distribution of the majority of outcomes were skewed, therefore the analyses were bootstrapped (1000 replications) to provide more reliable estimates. All analyses were by intention to treat, whereby participants were analysed in the arm to which they were randomised irrespective of whether they complied with the intervention. Multiple imputation of missing values was performed using the imputation by chained equations (ICE) command in Stata 12. Variables included in the imputation were age, gender, baseline EDSS, and baseline, three- and nine-month follow-up scores for all outcomes. Five imputations were carried out and mixed-model analysis was performed on each imputed dataset. The adjusted means and confidence intervals (CIs) from each analysis were then consolidated using Rubin’s rules. Sensitivity analysis was performed to determine the effect of outliers in the GLTEQ scores by their removal from the analysis. Bivariate associations between key variables were analysed using the Pearson Product Moment correlation coefficient. No corrections for multiple testing were made in the analysis. Analyses were undertaken by the trial statistician, blinded to treatment allocation, using STATA 12 and results are generally reported as means and CIs.",100.0
665,Eligibility,"Inclusion criteria were: age of 18 years or above; BDI score of at least 14 on two consecutive occasions and no treatment from psychologist, psychotherapist or psychiatrist within the last three months.","Inclusion criteria were: age of 18 years or above; BDI score of at least 14 on two consecutive occasions and no treatment from psychologist, psychotherapist or psychiatrist within the last three months.","Respondents completed a second BDI before a screening interview at which they were screened for eligibility by a clinical psychologist. Inclusion criteria were: age of 18 years or above; BDI score of at least 14 on two consecutive occasions and no treatment from psychologist, psychotherapist or psychiatrist within the last three months. That is, the sample was rated as depressed, using the BDI, but was not necessarily self-identifying and treatment-seeking. Exclusion criteria were: poor English language skills or cognitive function (score of less than 24 on Mini Mental State Examination [20]); BDI score of at least 29 on two consecutive occasions; active suicidal ideas; current or life-time diagnosis of psychosis, organic mental disorder or substance dependency; Kurtzke Expanded Disability Status Scale (EDSS) score of 8.5 or above [21]). The EDSS is a tool for quantifying MS-related disability. Our threshold for ineligibility was intended to exclude those who were restricted to bed for much of the day and had only limited use of their arms, thus effectively precluding use of a computer mouse and keyboard. The clinical psychologist assessed participants for major depressive disorder using the Mini-International Neuropsychiatric Interview (MINI) [22], but this was not an eligibility criterion.",100.0
665,Eligibility,"Exclusion criteria were: poor English language skills or cognitive function (score of less than 24 on Mini Mental State Examination [20]); BDI score of at least 29 on two consecutive occasions; active suicidal ideas; current or life-time diagnosis of psychosis, organic mental disorder or substance dependency; Kurtzke Expanded Disability Status Scale (EDSS) score of 8.5 or above [21]).","Exclusion criteria were: poor English language skills or cognitive function (score of less than 24 on Mini Mental State Examination [20]); BDI score of at least 29 on two consecutive occasions; active suicidal ideas; current or life-time diagnosis of psychosis, organic mental disorder or substance dependency; Kurtzke Expanded Disability Status Scale (EDSS) score of 8.5 or above [21]).","Respondents completed a second BDI before a screening interview at which they were screened for eligibility by a clinical psychologist. Inclusion criteria were: age of 18 years or above; BDI score of at least 14 on two consecutive occasions and no treatment from psychologist, psychotherapist or psychiatrist within the last three months. That is, the sample was rated as depressed, using the BDI, but was not necessarily self-identifying and treatment-seeking. Exclusion criteria were: poor English language skills or cognitive function (score of less than 24 on Mini Mental State Examination [20]); BDI score of at least 29 on two consecutive occasions; active suicidal ideas; current or life-time diagnosis of psychosis, organic mental disorder or substance dependency; Kurtzke Expanded Disability Status Scale (EDSS) score of 8.5 or above [21]). The EDSS is a tool for quantifying MS-related disability. Our threshold for ineligibility was intended to exclude those who were restricted to bed for much of the day and had only limited use of their arms, thus effectively precluding use of a computer mouse and keyboard. The clinical psychologist assessed participants for major depressive disorder using the Mini-International Neuropsychiatric Interview (MINI) [22], but this was not an eligibility criterion.",100.0
665,Eligibility,Two participants in each arm were lost to follow-up at 21 weeks post-randomisation.,Two participants in each arm were lost to follow-up at 21 weeks post-randomisation.,"Of 582 patients invited to take part, 140 responded of whom 48 were not interested in participating, 68 were ineligible and 24 were randomised (Figure ​(Figure1).1). Therefore the primary outcome, the recruitment rate, calculated as the proportion of those invited to fill in a screening questionnaire consented into the trial, was 4.1%. Of those who responded but were ineligible: 41 suffered from minimal depression (BDI of 13 or less); 20 were suffering from severe depression (BDI of 29 of more on two separate occasions); five were already seeing a psychiatrist or similar; and two were living in non-participating PCTs. Two participants in each arm were lost to follow-up at 21 weeks post-randomisation. No patients were formally withdrawn from the study.",100.0
665,Recruitment,Recruitment through out-patient clinics was somewhat slower than through screening questionnaire mail-out but the overall recruitment yield was similar.,Recruitment through out-patient clinics was somewhat slower than through screening questionnaire mail-out but the overall recruitment yield was similar.,"Twenty-four participants were recruited. The recruitment rate, calculated as the proportion of those invited to fill in a screening questionnaire who were consented into the trial, was 4.1%. Recruitment through out-patient clinics was somewhat slower than through screening questionnaire mail-out but the overall recruitment yield was similar. Of the 12 patients in the CCBT arm, 9 (75%) completed at least four, and 6 completed all 8 CCBT sessions. For completers, the median time (IQR) to complete all eight CCBT sessions was 15 (13 to 20) weeks. Participants expressed concern about the face validity of the Beck Depression Inventory II for the measurement of self-reported depression in people with MS. The MSIS-29 was the patient-reported outcome measure which participants felt best reflected their concerns. The estimated sample size for a full trial is between 180 and 390 participants. NHS partners were not delivering CCBT in community facilities and participants preferred to access CCBT at home, with no one expressing a preference for use of CCBT in an alternative location.",100.0
665,Recruitment,Our initial aim was to recruit 24 participants between 22 October 2008 and 31 January 2009 (101 days; 7.1 participants/month) with candidates identified by three neurologists working in a single weekly specialist MS clinic (Sheffield Teaching Hospitals NHS Trust).,Our initial aim was to recruit 24 participants between 22 October 2008 and 31 January 2009 (101 days; 7.1 participants/month) with candidates identified by three neurologists working in a single weekly specialist MS clinic (Sheffield Teaching Hospitals NHS Trust).,"Our initial aim was to recruit 24 participants between 22 October 2008 and 31 January 2009 (101 days; 7.1 participants/month) with candidates identified by three neurologists working in a single weekly specialist MS clinic (Sheffield Teaching Hospitals NHS Trust). We reached our recruitment target on 30 July 2009 (in 281 days; 2.6 participants/month) after adding a second centre (The Walton Centre NHS Foundation Trust, Liverpool). From the 288 invitation packs given out by Sheffield neurologists in the MS clinic, forms were completed and returned by 63 (21.8%) candidates from which we randomised 13 in 281 days (4.5% recruitment yield), or 1.4 participants per month. From the 250 recruitment packs sent out by post from The Walton Centre, forms were completed and returned by 64 (25.6%) of recipients, from which 10 participants were randomised in 149 days (4.0% recruitment yield), or two participants per month. Sheffield MS Nurses approached four patients and a further participant was identified and recruited in this way. A neuropsychologist, based in Sheffield also wrote to 40 patients, but none of the respondents were recruited. In the telephone interviews, no participants expressed any concern about the processes of recruitment and randomisation.",100.0
665,Recruitment,"From the 288 invitation packs given out by Sheffield neurologists in the MS clinic, forms were completed and returned by 63 (21.8%) candidates from which we randomised 13 in 281 days (4.5% recruitment yield), or 1.4 participants per month.","From the 288 invitation packs given out by Sheffield neurologists in the MS clinic, forms were completed and returned by 63 (21.8%) candidates from which we randomised 13 in 281 days (4.5% recruitment yield), or 1.4 participants per month.","Our initial aim was to recruit 24 participants between 22 October 2008 and 31 January 2009 (101 days; 7.1 participants/month) with candidates identified by three neurologists working in a single weekly specialist MS clinic (Sheffield Teaching Hospitals NHS Trust). We reached our recruitment target on 30 July 2009 (in 281 days; 2.6 participants/month) after adding a second centre (The Walton Centre NHS Foundation Trust, Liverpool). From the 288 invitation packs given out by Sheffield neurologists in the MS clinic, forms were completed and returned by 63 (21.8%) candidates from which we randomised 13 in 281 days (4.5% recruitment yield), or 1.4 participants per month. From the 250 recruitment packs sent out by post from The Walton Centre, forms were completed and returned by 64 (25.6%) of recipients, from which 10 participants were randomised in 149 days (4.0% recruitment yield), or two participants per month. Sheffield MS Nurses approached four patients and a further participant was identified and recruited in this way. A neuropsychologist, based in Sheffield also wrote to 40 patients, but none of the respondents were recruited. In the telephone interviews, no participants expressed any concern about the processes of recruitment and randomisation.",100.0
665,Setting,The MS services in both sites are specific entities and not general neurology clinics.,The MS services in both sites are specific entities and not general neurology clinics.,"We invited 582 people diagnosed with MS to screen for a study evaluating an intervention for low mood by completing a screening questionnaire including prognostic and eligibility criteria and a copy of the Beck Depression Inventory II-21 Item (BDI) [18]. All invitees had relapsing remitting or secondary progressive MS, according to the modified McDonald criteria [19]. Invitations were made between October 2008 and July 2009: face-to-face by consultants in the Sheffield Teaching Hospitals NHS Foundation Trust MS clinic (n = 288); by the Sheffield MS nurses visiting patients (n = 4); and, using ink-signed personalised letters mailed out from a neuropsychologist at Sheffield (n = 40) as well as from consultant neurologists at the Walton Centre for Neurology and Neurosurgery NHS Trust, Liverpool (n = 250). At Sheffield potential participants were identified from clinic attenders, MS nurse patient visits and from patients with MS from the caseload of the neuropsychologist. At the Walton Centre potential participants were identified solely from the MS register. The MS services in both sites are specific entities and not general neurology clinics.",100.0
665,Organization,No PCT with whom we worked offered advice or support for defining problems on which to work or applying the CBT model to individual problems.,No PCT with whom we worked offered advice or support for defining problems on which to work or applying the CBT model to individual problems.,"No PCT with whom we worked offered advice or support for defining problems on which to work or applying the CBT model to individual problems. The advice given was essentially technical, focusing on using the software. The PCTs delivering CCBT reported that they assumed that patients who were non-adherent and non-contactable beyond two weeks had discontinued treatment and made no further effort to contact them. Some but not all PCTs informed the patient's GP in such a situation. Preference for use at home amongst users in the study was universal with no-one expressing a preference for use of CCBT in an alternative location. Only one participant in the TAU arm took up the offer of access to CCBT at the end of the trial.",100.0
665,Organization,The PCTs delivering CCBT reported that they assumed that patients who were non-adherent and non-contactable beyond two weeks had discontinued treatment and made no further effort to contact them.,The PCTs delivering CCBT reported that they assumed that patients who were non-adherent and non-contactable beyond two weeks had discontinued treatment and made no further effort to contact them.,"No PCT with whom we worked offered advice or support for defining problems on which to work or applying the CBT model to individual problems. The advice given was essentially technical, focusing on using the software. The PCTs delivering CCBT reported that they assumed that patients who were non-adherent and non-contactable beyond two weeks had discontinued treatment and made no further effort to contact them. Some but not all PCTs informed the patient's GP in such a situation. Preference for use at home amongst users in the study was universal with no-one expressing a preference for use of CCBT in an alternative location. Only one participant in the TAU arm took up the offer of access to CCBT at the end of the trial.",100.0
665,Flexibility (delivery),Only one out of the five participating PCTs around the Sheffield centre formally provided any kind of community facility for accessing CCBT; PCT staff warned that clients rarely used the facility and it was closed during the course of the study.,Only one out of the five participating PCTs around the Sheffield centre formally provided any kind of community facility for accessing CCBT; PCT staff warned that clients rarely used the facility and it was closed during the course of the study.,"In the Sheffield region, Primary Care Trust (PCT) mental health care teams administered the CCBT, facilitating access and undertaking safety monitoring (PCTs were publicly funded organisations responsible for commissioning acute services for local populations). The CCBT service provided to trial participants was the routine service provided to all patients referred to the PCT mental health care teams. Only one out of the five participating PCTs around the Sheffield centre formally provided any kind of community facility for accessing CCBT; PCT staff warned that clients rarely used the facility and it was closed during the course of the study. Although four out of five participating PCTs were happy to arrange alternative provision for those who did not have Internet access at home, all our participants requested home use of CCBT. In the Liverpool region, a specialist neuropsychologist, based in the acute hospital facilitated access to and provided technical advice on CCBT, but did not provide additional therapeutic input. No provision other than home-use was offered or sought.",100.0
665,Flexibility (adherence),"Of the 12 patients in the CCBT arm, 9 (75%) completed at least four CCBT sessions. This translated to a reasonably high compliance rate of CCBT although only six (50%) of the patients in this arm completed all intended eight CCBT sessions.","Of the 12 patients in the CCBT arm, 9 (75%) completed at least four CCBT sessions. This translated to a reasonably high compliance rate of CCBT although only six (50%) of the patients in this arm completed all intended eight CCBT sessions.","Of the 12 patients in the CCBT arm, 9 (75%) completed at least four CCBT sessions. This translated to a reasonably high compliance rate of CCBT although only six (50%) of the patients in this arm completed all intended eight CCBT sessions. Of these six patients, the median time (IQR) to complete all eight CCBT sessions was 15 (13 to 20) weeks against an intended eight weeks time frame. Only one person receiving CCBT formally requested discontinuation of treatment (after Session 6 of 8) citing time and lack of enthusiasm as reasons. Of the other non-completers, three also contributed qualitative data on their non-completion, one indicating lack of time, one that she no longer felt the need for treatment for her depression, and another citing computer hardware issues.",100.0
665,Follow-up,Primary outcome assessments were available for 21 (88%) participants at 8 weeks from randomisation (or end of treatment if later) and 18 (75%) participants at a further three months' follow-up.,primary outcome assessments were available for 21 (88%) participants at 8 weeks from randomisation (or end of treatment if later) and 18 (75%) participants at a further three months' follow-up,"The collection of outcome data by postal questionnaire proved to be challenging, with multiple attempts to obtain data from many participants, particularly at later outcome assessment points. Nevertheless, primary outcome assessments were available for 21 (88%) participants at 8 weeks from randomisation (or end of treatment if later) and 18 (75%) participants at a further three months' follow-up. Furthermore, the completion rate for those questionnaires returned was high (Table ​(Table22).",100.0
665,Primary outcome,The patient reported outcome measure which the participants felt best reflected their concerns was the MSIS-29.,The patient reported outcome measure which the participants felt best reflected their concerns was the MSIS-29.,"The patient reported outcome measure which the participants felt best reflected their concerns was the MSIS-29. During the telephone interviews, participants expressed concern about the face validity, for people with MS, of the questionnaires used for the measurement of self-reported depression, including the Beck Depression Inventory II. In particular they were concerned about the three symptoms, fatigue, sleep and concentration, which are also somatic symptoms of MS.",100.0
665,Primary analysis,"Primary analysis was an Intention To Treat (ITT) analysis which analysed all 24 participants according to their randomised treatment assignment ignoring non compliance, protocol deviations and withdrawal.","Primary analysis was an Intention To Treat (ITT) analysis which analysed all 24 participants according to their randomised treatment assignment ignoring non compliance, protocol deviations and withdrawal.","Primary analysis was an Intention To Treat (ITT) analysis which analysed all 24 participants according to their randomised treatment assignment ignoring non compliance, protocol deviations and withdrawal. Statistical analysis was mainly descriptive [16] with outcome variability and patient response profiles analysed using summary measures at different time points. For this study, and in planning future studies it is most useful to present the absolute final values for individuals, rather than by how much individuals change from their initial baseline values as this allows comparison with population norms and other population groups. For these reasons we have presented the former rather than the latter as it provides the necessary information about both change and absolute values. Response rates on questionnaire items were high and last observation carried forward was used to impute the few missing items. Questionnaire response rates are given as a fraction of the total number of questions answered in a questionnaire among patients followed up on a specific visit relative to the total items. For example, the denominators for BDI and MSIS-29 are 21 and 29 questions respectively. Sample size calculation for a definitive trial was performed using an ANCOVA model, approximated standardised effect sizes corresponding to small, medium and large effect sizes, expected drop out rate, outcome variability and conservative correlation structure from this pilot study. All analysis was performed in Stata version 11.1.",100.0
666,Eligibility,"Key inclusion criteria permitted the participation of men or women ≥18 years of age with confirmed and documented RRMS diagnosis (as defined by the Revised McDonald criteria) (Polman et al., 2011), Kurtzke Expanded Disability Status Scale (EDSS) score of 0 to 5.5 at the screening visit, and, 30 days prior to randomization, a stable neurological condition, relapse-free status, and no use of any corticosteroid or adrenocorticotropic hormone treatment.","Key inclusion criteria permitted the participation of men or women ≥18 years of age with confirmed and documented RRMS diagnosis (as defined by the Revised McDonald criteria) (Polman et al., 2011), Kurtzke Expanded Disability Status Scale (EDSS) score of 0 to 5.5 at the screening visit, and, 30 days prior to randomization, a stable neurological condition, relapse-free status, and no use of any corticosteroid or adrenocorticotropic hormone treatment.","Key inclusion criteria permitted the participation of men or women ≥18 years of age with confirmed and documented RRMS diagnosis (as defined by the Revised McDonald criteria) (Polman et al., 2011), Kurtzke Expanded Disability Status Scale (EDSS) score of 0 to 5.5 at the screening visit, and, 30 days prior to randomization, a stable neurological condition, relapse-free status, and no use of any corticosteroid or adrenocorticotropic hormone treatment.",100.0
666,Eligibility,"Key exclusion criteria were previous exposure to GA40, a progressive form of MS or neuromyelitis optica, the use of experimental or investigational drugs, participation in clinical drug studies within the 6 months before screening, recent use of immunosuppressive medications or immunoglobulins/monoclonal antibodies, or previous use of alemtuzumab, cladribine, cyclophosphamide, or mitoxantrone.","Key exclusion criteria were previous exposure to GA40, a progressive form of MS or neuromyelitis optica, the use of experimental or investigational drugs, participation in clinical drug studies within the 6 months before screening, recent use of immunosuppressive medications or immunoglobulins/monoclonal antibodies, or previous use of alemtuzumab, cladribine, cyclophosphamide, or mitoxantrone.","Key exclusion criteria were previous exposure to GA40, a progressive form of MS or neuromyelitis optica, the use of experimental or investigational drugs, participation in clinical drug studies within the 6 months before screening, recent use of immunosuppressive medications or immunoglobulins/monoclonal antibodies, or previous use of alemtuzumab, cladribine, cyclophosphamide, or mitoxantrone.",100.0
666,Recruitment,"The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries (Russia, Poland, Italy, France, Croatia, US [including Puerto Rico], Mexico, Spain, Austria, Turkey, Belgium, Argentina, Germany, and Finland) across different geographic regions.","The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries (Russia, Poland, Italy, France, Croatia, US [including Puerto Rico], Mexico, Spain, Austria, Turkey, Belgium, Argentina, Germany, and Finland) across different geographic regions.","The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries (Russia, Poland, Italy, France, Croatia, US [including Puerto Rico], Mexico, Spain, Austria, Turkey, Belgium, Argentina, Germany, and Finland) across different geographic regions. Patients in the study received treatment for 6 months, and the study was conducted during a period starting in August 2015 and ending in January 2017.",100.0
666,Recruitment,"Eligible patients were randomly assigned 1:1 to receive subcutaneous injections of GA40 (n = 431) or GA20 (n = 430). Five scheduled visits at study sites occurred at screening (within 2 weeks prior to baseline), baseline (Month 0), and Months 1, 3, and 6 (end of the core phase). Patients also participated in self-reported, daily at-home MSQ assessments on Days 1 through 7 after the baseline visit.","Eligible patients were randomly assigned 1:1 to receive subcutaneous injections of GA40 (n = 431) or GA20 (n = 430). Five scheduled visits at study sites occurred at screening (within 2 weeks prior to baseline), baseline (Month 0), and Months 1, 3, and 6 (end of the core phase). Patients also participated in self-reported, daily at-home MSQ assessments on Days 1 through 7 after the baseline visit.","Randomization and treatment regimen: Sample size (approximately 400 patients per arm) was determined based on the following: 2-sample t test with 2-sided alpha level of 5%, standardized difference (effect size) of 0.2 in MSQ at Month 6, standard deviation of 1.73. To adjust for the anticipated 5% dropout, the sample size was increased to 420 patients per arm. Eligible patients were randomly assigned 1:1 to receive subcutaneous injections of GA40 (n = 431) or GA20 (n = 430). Five scheduled visits at study sites occurred at screening (within 2 weeks prior to baseline), baseline (Month 0), and Months 1, 3, and 6 (end of the core phase). Patients also participated in self-reported, daily at-home MSQ assessments on Days 1 through 7 after the baseline visit. Patients who stopped treatment with the study drug before Month 6 were considered early treatment discontinuation patients and attended an early treatment discontinuation visit.",100.0
666,Setting,"The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries (Russia, Poland, Italy, France, Croatia, US [including Puerto Rico], Mexico, Spain, Austria, Turkey, Belgium, Argentina, Germany, and Finland) across different geographic regions.","The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries (Russia, Poland, Italy, France, Croatia, US [including Puerto Rico], Mexico, Spain, Austria, Turkey, Belgium, Argentina, Germany, and Finland) across different geographic regions.","The CONFIDENCE study was a multinational, multicenter, randomized, parallel-group, phase 4, open-label study conducted at 88 study centers in 14 countries (Russia, Poland, Italy, France, Croatia, US [including Puerto Rico], Mexico, Spain, Austria, Turkey, Belgium, Argentina, Germany, and Finland) across different geographic regions. Patients in the study received treatment for 6 months, and the study was conducted during a period starting in August 2015 and ending in January 2017.",100.0
