pragmeta_trial_id,doi,domain_name,quote,best_match,ratio
1614,10.1016/j.homp.2011.03.002,Recruitment,Symptom diaries were received from 94 (79%).,symptom diaries were received from 94 (79,100.0
1614,10.1016/j.homp.2011.03.002,Setting,"The study was conducted at the University of Washington Medical Center Pediatric Care Center, a comprehensive primary care clinic that is a major training site for pediatric residents.","The study was conducted at the University of Washington Medical Center Pediatric Care Center, a comprehensive primary care clinic that is a major training site for pediatric residents.",100.0
1614,10.1016/j.homp.2011.03.002,Organisation,"The homeopathic ear drops, Hylands Earache Drops, used in the study are commercially available in the United States.","The homeopathic ear drops, Hylands Earache Drops, used in the study are commercially available in the United State",99.1304347826087
1614,10.1016/j.homp.2011.03.002,Organisation,Parents of children randomized to the ear drops were instructed to administer 3-4 drops up to 3 times/day as needed for relief of AOM symptoms for a maximum of 5 days.,Parents of children randomized to the ear drops were instructed to administer 3e4 drops up to 3 times/day as needed for relief of AOM symptoms for a maximum of 5 days,99.3975903614458
1614,10.1016/j.homp.2011.03.002,Flexibility (delivery),Parents of all study patients were asked to complete a symptom severity diary twice daily for the first 5 days after enrollment.,rents of all study patients were asked to complete a symptom severity diary twice daily (at 8 am and 8 pm) for the first 5 days,85.03937007874016
1614,10.1016/j.homp.2011.03.002,Flexibility (delivery),"Regardless of group assignment, parents of all study patients were asked to complete a symptom severity diary twice daily for the first 5 days after enrollment."," of group assignment, parents of all study patients were asked to complete a symptom severity diary twice daily (at 8 am and 8 pm) for the first 5 days after e",88.0503144654088
1614,10.1016/j.homp.2011.03.002,Flexibility (adherence),Parents of children randomized to the ear drops were given an ear drop dosage diary. Parents were asked to record data on up to the first 6 doses of ear drops administered to their children.,to standard therapy plus homeopathic ear drops were given an ear drop dosage diary. Parents were asked to record data on up to the first 6 doses of ear drops administered to their children.,87.83068783068784
1614,10.1016/j.homp.2011.03.002,Flexibility (adherence),Data on the responses to individual doses of the ear drops were analyzed.,data on the responses to individual doses of the ear drops were analyzed,100.0
1614,10.1016/j.homp.2011.03.002,Follow-up,Parents of study children were contacted by telephone for a follow-up assessment. During this telephone interview parents were asked about any further visits to health care providers and if they filled the antibiotic prescription and gave it to their child., parents of study children were contacted by telephone for a followup assessment. During this telephone interview parents were asked about any further visits to health care providers and if they filled the antibiotic prescription and gave it to their child,99.609375
1614,10.1016/j.homp.2011.03.002,Follow-up,"Functional status, based on FSIIR scores, was similar among children randomized to ear drops plus standard therapy and in those receiving standard therapy alone.","Functional status, based on FSIIR scores, was similar among children randomized to ear drops plus standard therapy and in those receiving standard therapy alone",100.0
1614,10.1016/j.homp.2011.03.002,Primary outcome,"A total of 119 eligible children were enrolled in the study; symptom diaries were received from 94 (79%). Symptom scores tended to be lower in the group of children receiving ear drops than in those receiving standard therapy alone; these differences were significant at the second and third assessments (P = 0.04 and P = 0.003, respectively).","A total of 119 eligible children were enrolled in the study; symptom diaries were received from 94 (79%). Symptom scores tended to be lower in the group of children receiving ear drops than in those receiving standard therapy alone; these differences were significant at the second and third assessments (P = 0.04 and P = 0.003, respectively).",100.0
1614,10.1016/j.homp.2011.03.002,Primary analysis,Mann-Whitney tests were used to assess the statistical significance of differences in ETG-5 scores between children randomized to ear drops and those receiving standard therapy alone.,Mann-Whitney tests were used to assess the statistical significance of differences in ETG-5 scores between children randomized to ear drops and those receiving standard therapy alone.,100.0
1614,10.1016/j.homp.2011.03.002,Primary analysis,"Linear mixed models were conducted to examine change in ETG total score over time (ratings) by treatment group, standard therapy alone vs. standard therapy plus ear drops controlling for baseline ETG total score.","linear mixed models were conducted to examine change in ETG total score over time (ratings) by treatment group, standard therapy alone vs. standard therapy plus ear drops controlling for baseline ETG total score",100.0
1767,10.1001/jama.202.11.1028,Eligibility,"Also excluded from the study were patients with surgically curable hypertension, uremia, and concomitant fatal diseases such as carcinoma. Patients with hemorrhages, exudates, or papilledema in the optic fundi, history of cerebral or subarachnoid hemorrhage, dissecting aneurysm, or congestive heart failure resistant to digitalis and mercurial diuretics were excluded. Additional exclusions included patients who wished to return to the care of their private physicians, those who for geographical or other reasons would be unable to attend clinic regularly, and patients of dubious reliability such as alcoholics, vagrants, and poorly motivated patients.","Also excluded from the study were patients with surgically curable hypertension, uremia, and concomitant fatal diseases such as carcinoma. Patients with hemorrhages, exudates, or papilledema in the optic fundi, history of cerebral or subarachnoid hemorrhage, dissecting aneurysm, or congestive heart failure resistant to digitalis and mercurial diuretics were excluded. Additional exclusions included patients who wished to return to the care of their private physicians, those who for geographical orother reasons would be unable to attend clinic regularly, and patients of dubious reliability such as alcoholics, vagrants, and poorly motivated patients.",99.84732824427482
1767,10.1001/jama.202.11.1028,Eligibility,Only the patients whose diastolic blood pressures averaged 115 to 129 mm Hg during the last two prerandomization clinic visits are included in the present report.,Only the patients whose diastolic blood pressures averaged 115 to 129 mm Hg during the last two prerandomization clinic visits are included in the present report.,100.0
1767,10.1001/jama.202.11.1028,Eligibility,For this high-risk group the study was ended in May 1967. The patients with lower prerandomization diastolic readings are continuing in the study and will be reported on later.,For this high-risk group the study was ended in May 1967. The patients with lower prerandomization diastolic readings are continuing in the study and will be reported on later.,100.0
1767,10.1001/jama.202.11.1028,Recruitment,All patients were hospitalized for the initial workup. Male patients whose diastolic blood pressures from the fourth through the sixth day of hospitalization averaged 90 through 129 mm Hg without treatment were considered for admission to the prerandomization trial period.,All patients were hospitalized for the initial workup. Male patients whose diastolic blood pressures from the fourth through the sixth day of hospitalization averaged 90 through 129 mm Hg without treatment were considered for admission to the prerandomization trial period.,100.0
1767,10.1001/jama.202.11.1028,Recruitment,"Following discharge from the hospital, the patients entered a prerandomization trial period of two to four months' duration. They received two placebos, known to the physician but not to the patient, and were seen in the clinic at monthly intervals.","Following discharge from the hospital, the patients entered a prerandomization trial period of two to four months' duration. They received two placebos, known to the physician but not to the patient, and were seen in the clinic at monthly intervals.",100.0
1767,10.1001/jama.202.11.1028,Recruitment,"To qualify for admission to the study, the patients were required to have no 'violations' on two successive clinic visits. A violation consisted either of failure to appear at the regularly scheduled clinic appointment, or failure of the urine to exhibit fluorescence, or a tablet count (of either of the two types of placebos) which was outside the acceptable range.","To qualify for admission to the study, the patients were required to have no ""violations"" on two successive clinic visits. A violation consisted either of failure to appear at the regularly scheduled clinic appointment, or failure of the urine to exhibit fluorescence, or a tablet count (of either of the two types of placebos) which was outside the acceptable range",100.0
1767,10.1001/jama.202.11.1028,Setting,The patients visited the clinic at monthly intervals for the first two months following randomization and at bimonthly intervals henceforth. Additional interim visits were scheduled if needed.,The patients visited the clinic at monthly intervals for the first two months following randomization and at bimonthly intervals henceforth. Additional interim visits were scheduled if needed.,100.0
1767,10.1001/jama.202.11.1028,Setting,The 143 patients were admitted into the study from April 1964 to December 1966. Observations on all these patients ended in May 1967.,The 143 patients were admitted into the study from April 1964 to December 1966. Observations on all these patients ended in May 1967.,100.0
1767,10.1001/jama.202.11.1028,Organisation,"Treatment was begun with either tablet A, one twice daily, plus the 25-mg tablet B, one tablet three times daily, or else with the placebos of both of these tablets.","Treatment was begun with either tablet A, one twice daily, plus the 25-mg tablet B, one tablet three times daily, or else with the placebos of both of these tablets.",100.0
1767,10.1001/jama.202.11.1028,Organisation,Dosages were reduced in the remaining patients because of low blood pressure levels with the standard regimen or because of side effects such as severe headache or weakness.,Dosages were reduced in the remaining patients because of low blood pressure levels with the standard regimen or because of side effects such as severe headache or weakness.,100.0
1767,10.1001/jama.202.11.1028,Organisation,"In order to further minimize losses due to drug toxicity, two special A tablets were available on request. One contained hydrochlorothiazide without reserpine for patients becoming depressed or having active peptic ulcer or other reserpine-associated severe side effects. The other contained reserpine without hydrochlorothiazide for toxicity associated with the latter, such as hyperglycemia or acute gout.","In order to further minimize losses due to drug toxicity, two special A tablets were available on request. One contained hydrochlorothiazide without reserpine for patients becoming depressed or having active peptic ulcer or other reserpine-associated severe side effects. The other contained reserpine without hydrochlorothiazide for toxicity associated with the latter, such as hyperglycemia or acute gout.",100.0
1767,10.1001/jama.202.11.1028,Flexibility (delivery),"Treatment was begun with either tablet A, one twice daily, plus the 25-mg tablet B, one tablet three times daily, or else with the placebos of both of these tablets.","Treatment was begun with either tablet A, one twice daily, plus the 25-mg tablet B, one tablet three times daily, or else with the placebos of both of these tablets.",100.0
1767,10.1001/jama.202.11.1028,Flexibility (delivery),"However, if there were hypotensive reactions or other severe side effects, doses could be reduced to a tolerable level.","wever, if there were hypo- tensive reactions or other severe side effects, doses could be reduced to a tolerable level",98.30508474576271
1767,10.1001/jama.202.11.1028,Flexibility (delivery),"In order to further minimize losses due to drug toxicity, two special A tablets were available on request. One contained hydrochlorothiazide without reserpine for patients becoming depressed or having active peptic ulcer or other reserpine-associated severe side effects. The other contained reserpine without hydrochlorothiazide for toxicity associated with the latter, such as hyperglycemia or acute gout.","In order to further minimize losses due to drug toxicity, two special A tablets were available on request. One contained hydrochlorothiazide without reserpine for patients becoming depressed or having active peptic ulcer or other reserpine-associated severe side effects. The other contained reserpine without hydrochlorothiazide for toxicity associated with the latter, such as hyperglycemia or acute gout.",100.0
1767,10.1001/jama.202.11.1028,Follow-up,The patients visited the clinic at monthly intervals for the first two months following randomization and at bimonthly intervals henceforth. Additional interim visits were scheduled if needed.,The patients visited the clinic at monthly intervals for the first two months following randomization and at bimonthly intervals henceforth. Additional interim visits were scheduled if needed.,100.0
1767,10.1001/jama.202.11.1028,Follow-up,"Annual examinations included complete physical examination, roentgenogram of the chest, electrocardiogram, blood chemistry, and renal function tests.","Annual examinations included complete physical examination, roentgenogram of the chest, electrocardiogram, blood chemistry, and renal function tests.",100.0
1767,10.1001/jama.202.11.1028,Follow-up,Tablet counts were made at all clinic visits and fluorescence tests of the urine were made at alternate visits.,Tablet counts were made at all clinic visits and fluorescence tests of the urine were made at alternate visits.,100.0
1155,10.1016/s0140-6736(13)62419-8,Eligibility,"Women with monochorionic, diamniotic twin pregnancies up to 26 weeks' gestation complicated by twin-to-twin transfusion syndrome (Quintero stage16 2, 3, or 4) and women with Quintero stage 1 with clinical symptoms from polyhydramnios were eligible for participation in the trial.","Women with monochorionic, diamniotic twin pregnancies up to 26 weeks' gestation complicated by twin-to-twin transfusion syndrome (Quintero stage16 2, 3, or 4) and women with Quintero stage 1 with clinical symptoms from polyhydramnios were eligible for participation in the trial.",100.0
1155,10.1016/s0140-6736(13)62419-8,Eligibility,Exclusion criteria consisted of triplet pregnancies and mothers who were unable to provide informed consent.,Exclusion criteria consisted of triplet pregnancies and mothers who were unable to provide informed consent.,100.0
1155,10.1016/s0140-6736(13)62419-8,Recruitment,Women were informed about the study by their obstetrician after they were planned for fetoscopic laser therapy.,Women were informed about the study by their obstetrician after they were planned for fetoscopic laser therapy.,100.0
1155,10.1016/s0140-6736(13)62419-8,Setting,"We did an open-label, international, multicentre, randomised controlled trial at five European tertiary referral centres.","We did an open-label, international, multicentre, randomised controlled trial at five European tertiary referral centres",100.0
1155,10.1016/s0140-6736(13)62419-8,Organisation,"All fetoscopic laser procedures were undertaken by experienced operators (12 surgeons), each of whom had done at least 60 previous laser procedures and were competent to undertake the Solomon technique.","All fetoscopic laser procedures were undertaken by experienced operators (12 surgeons), each of whom had done at least 60 previous laser procedures and were competent to undertake the Solomon technique.",100.0
1155,10.1016/s0140-6736(13)62419-8,Flexibility (delivery),The following steps were identical for both the experimental and the standard procedure.,The following steps were identical for both the experimental and the standard procedure.,100.0
1155,10.1016/s0140-6736(13)62419-8,Follow-up,"Follow-up visits, including an ultrasound assessment, were scheduled a minimum of once every 2 weeks.","Follow-up visits, including an ultrasound assessment, were scheduled a minimum of once every 2 weeks.",100.0
1155,10.1016/s0140-6736(13)62419-8,Primary outcome,"The primary outcome was a composite of incidence of twin anaemia polycythaemia sequence, recurrence of twin-to-twin transfusion syndrome, perinatal mortality, or severe neonatal morbidity.","The primary outcome was a composite of incidence of twin anaemia polycythaemia sequence, recurrence of twin-to-twin transfusion syndrome, perinatal mortality, or severe neonatal morbidity.",100.0
1155,10.1016/s0140-6736(13)62419-8,Primary analysis,"Analyses were done by intention to treat, with results expressed as odds ratios (ORs) and 95% CIs."," Analyses were by intention to treat, with results expressed as odds ratios (ORs) and 95% CIs. Th",94.84536082474226
1199,10.1016/j.arthro.2010.11.059,Eligibility,"Inclusion criteria for this study were (1) a full-thickness rotator cuff tear proven by preoperative magnetic resonance imaging (MRI) or magnetic resonance arthrography, (2) symptoms lasting more than 6 months with proper conservative treatment, and (3) a 2- to 4-cm tear size in either the coronal or sagittal plane, which was measured and confirmed intraoperatively.","Inclusion criteria for this study were (1) a full-thickness rotator cuff tear proven by preoperative magnetic resonance imaging (MRI) or magnetic resonance arthrography, (2) symptoms lasting more than 6 months with proper conservative treatment, and (3) a 2- to 4-cm tear size in either the coronal or sagittal plane, which was measured and confirmed intraoperatively.",100.0
1199,10.1016/j.arthro.2010.11.059,Eligibility,"Exclusion criteria were (1) a rotator cuff tear in which either SR or DR repair was not possible; (2) a cuff tear in which complete footprint coverage was impossible; (3) any history of prior surgery, fracture, dislocation, or infection of the affected shoulder; (4) inflammatory joint disease of the affected shoulder, including rheumatoid arthritis; and (5) an open repair, including an open repair of the subscapularis.","Exclusion criteria were (1) a rotator cuff tear in which either SR or DR repair was not possible; (2) a cuff tear in which complete footprint coverage was impossible; (3) any history of prior surgery, fracture, dislocation, or infection of the affected shoulder; (4) inflammatory joint disease of the affected shoulder, including rheumatoid arthritis; and (5) an open repair, including an open repair of the subscapularis.",100.0
1199,10.1016/j.arthro.2010.11.059,Recruitment,"From December 2005 to March 2007, arthroscopic rotator cuff repair was performed in 184 shoulders. Eighty-eight patients met the inclusion criteria, but seventeen were excluded. A total of 71 rotator cuff tears were repaired with either the SR or DR repair technique.","From December 2005 to March 2007, arthroscopic rotator cuff repair was performed in 184 shoulders. Eighty-eight patients met the inclusion criteria, but seventeen were excluded. A total of 71 rotator cuff tears were repaired with either the SR or DR repair technique.",100.0
1199,10.1016/j.arthro.2010.11.059,Setting,Surgeries were performed by a single surgeon (J.C.Y.) with the patient under general anesthesia in the lateral decubitus position.,Surgeries were performed by a single surgeon (J.C.Y.) with the patient under general anesthesia in the lateral decubitus position.,100.0
1199,10.1016/j.arthro.2010.11.059,Organisation,"No statistical differences were found between the 2 groups in terms of preoperative demographic data, including, age, sex, dominant arm, involved shoulder, or symptom duration.","No statistical differences were found between the 2 groups in terms of preoperative demographic data, including, age, sex, dominant arm, involved shoulder, or symptom duration.",100.0
1199,10.1016/j.arthro.2010.11.059,Flexibility (delivery),Surgeries were performed by a single surgeon (J.C.Y.) with the patient under general anesthesia in the lateral decubitus position.,Surgeries were performed by a single surgeon (J.C.Y.) with the patient under general anesthesia in the lateral decubitus position.,100.0
1199,10.1016/j.arthro.2010.11.059,Flexibility (adherence),Rehabilitation protocols were identical for all study subjects.,Rehabilitation protocols were identical for all study subjects.,100.0
1199,10.1016/j.arthro.2010.11.059,Follow-up,"The SR group was followed up for 31.0 months (range, 24 to 44 months) and the DR group for 32.8 months (range, 24 to 42 months).","The SR group was followed up for 31.0 months (range, 24 to 44 months) and the DR group for 32.8 months (range, 24 to 42 months).",100.0
1199,10.1016/j.arthro.2010.11.059,Primary outcome,This study showed that DR repair with 1 additional medial suture anchor and 2 added stitches for rotator cuff repair produced no difference in terms of clinical outcome or retear rate compared with SR repair for medium to large (2- to 4-cm) rotator cuff tears.,This study showed that DR repair with 1 additional medial suture anchor and 2 added stitches for rotator cuff repair produced no difference in terms of clinical outcome or retear rate compared with SR repair for medium to large (2- to 4-cm) rotator cuff tears.,100.0
1199,10.1016/j.arthro.2010.11.059,Primary analysis,"Retears were classified by use of the criteria of Sugaya et al.21, 27 into 5 types: type I, the repaired cuff appeared to have sufficient thickness as compared with the normal cuff and had homogeneous low intensity on each image; type II, sufficient thickness as compared with the normal cuff associated with a partial high-intensity area; type III, insufficient cuff thickness (less than half that of the normal cuff) but without discontinuity, suggesting a partial-thickness delaminated tear; type IV, presence of a minor discontinuity in only 1 or 2 slices on both oblique coronal and sagittal images, suggesting a small full-thickness tear; and type V, presence of a major discontinuity observed in more than 2 slices on both oblique coronal and sagittal images.","Retears were classified by use of the criteria of Sugaya et al.21, 27 into 5 types: type I, the repaired cuff appeared to have sufficient thickness as compared with the normal cuff and had homogeneous low intensity on each image; type II, sufficient thickness as compared with the normal cuff associated with a partial high-intensity area; type III, insufficient cuff thickness (less than half that of the normal cuff) but without discontinuity, suggesting a partial-thickness delaminated tear; type IV, presence of a minor discontinuity in only 1 or 2 slices on both oblique coronal and sagittal images, suggesting a small full-thickness tear; and type V, presence of a major discontinuity observed in more than 2 slices on both oblique coronal and sagittal images.",100.0
1477,10.1016/j.ejvs.2012.02.003,Eligibility,"Exclusion criteria were as follows: combined aneurysmal-occlusive disease, impossible infrarenal clamping based on preoperative computed tomography (CT) scan, Fontaine IVb, age >80 years, creatinine >3.0 mg dl−1, severe pulmonary insufficiency (partial pressure of oxygen in the blood (PaO2) < 60 mmHg or partial pressure of carbon dioxide in the blood (PaCO2) > 50 mmHg on room air), severe cardiac dysfunction (myocardial infarction in past 6 months, ejection fraction <35% and severe aortic valve stenosis), previous aortic or major abdominal surgery, previous abdominal radiation therapy or severe pancreatitis, failed epidural anaesthesia or any contra-indication for epidural or general anaesthesia and patients not willing to sign informed consent.","Exclusion criteria were as follows: combined aneurysmal-occlusive disease, impossible infrarenal clamping based on preoperative computed tomography (CT) scan, Fontaine IVb, age >80 years, creatinine >3.0 mg dl−1, severe pulmonary insufficiency (partial pressure of oxygen in the blood (PaO2) < 60 mmHg or partial pressure of carbon dioxide in the blood (PaCO2) > 50 mmHg on room air), severe cardiac dysfunction (myocardial infarction in past 6 months, ejection fraction <35% and severe aortic valve stenosis), previous aortic or major abdominal surgery, previous abdominal radiation therapy or severe pancreatitis, failed epidural anaesthesia or any contra-indication for epidural or general anaesthesia and patients not willing to sign informed consent.",100.0
1477,10.1016/j.ejvs.2012.02.003,Eligibility,"Demographic data (including age, gender, weight and length) and cardiovascular risk factors (including diabetes mellitus (DM), atherosclerotic heart disease (ASHD), hypercholesterolaemia, hypertension and smoking) of all patients included were documented.","Demographic data (including age, gender, weight and length) and cardiovascular risk factors (including diabetes mellitus (DM), atherosclerotic heart disease (ASHD), hypercholesterolaemia, hypertension and smoking) of all patients included were documented.",100.0
1477,10.1016/j.ejvs.2012.02.003,Eligibility,Patients were followed up in the outpatient vascular surgery clinic at 2 weeks and 1 month postoperatively.,Patients were followed up in the outpatient vascular surgery clinic at 2 weeks and 1 month postoperatively.,100.0
1477,10.1016/j.ejvs.2012.02.003,Recruitment,"Between January 2007 and November 2009, 28 patients with severe aorto-iliac occlusive disease (TASC II C or D) were included.","Between January 2007 and November 2009, 28 patients with severe aorto-iliac occlusive disease (TASC II C or D) were included.",100.0
1477,10.1016/j.ejvs.2012.02.003,Recruitment,Patients were operated for a TASC II C lesion (five laparoscopically and four open surgical bypass). Nineteen patients underwent aorto-iliac surgery for a TASC II D lesion (nine laparoscopically and 10 open).,patients were operated for a TASC II C lesion (five laparoscopically and four open surgical bypass). Nineteen patients underwent aorto-iliac surgery for a TASC II D lesion (nine laparoscopically and 10 open,100.0
1477,10.1016/j.ejvs.2012.02.003,Recruitment,"However, if differences in postoperative course are obvious, at a certain level of experience it becomes difficult to justify randomisation. On the other hand, as long as there is no randomised trial it is difficult to document differences in morbidity and mortality with a high level of evidence and it becomes difficult to convince surgeons to invest in learning a technically demanding technique.","However, if differences in postoperative course are obvious, at a certain level of experience it becomes difficult to justify randomisation. On the other hand, as long as there is no randomised trial it is difficult to document differences in morbidity and mortality with a high level of evidence and it becomes difficult to convince surgeons to invest in learning a technically demanding technique.",100.0
1477,10.1016/j.ejvs.2012.02.003,Setting,"Nine procedures were performed at the community hospital (five laparoscopically, four open) and 19 procedures were performed at the university hospital (nine laparoscopically, 10 open).","Nine procedures were performed at the community hospital (five laparoscopically, four open) and 19 procedures were performed at the university hospital (nine laparoscopically, 10 open).",100.0
1477,10.1016/j.ejvs.2012.02.003,Setting,The protocol of this study was approved by the ethical committee of each centre.,The protocol of this study was approved by the ethical committee of each centre.,100.0
1477,10.1016/j.ejvs.2012.02.003,Organisation,For all patients there was a standardised protocol for anaesthesia and patient-controlled epidural anaesthesia (PCEA).,For all patients there was a standardised protocol for anaesthesia and patient-controlled epidural anaesthesia (PCEA).,100.0
1477,10.1016/j.ejvs.2012.02.003,Organisation,"Perioperative antibiotics, intravenous cefazolin or vancomycin for penicillin-allergic patients, were administered for 24 h.","Perioperative antibiotics, intravenous cefazolin or vancomycin for penicillin-allergic patients, were administered for 24 h.",100.0
1477,10.1016/j.ejvs.2012.02.003,Organisation,Patients were extubated at the end of the procedure. Routine postoperative monitoring in the post-anaesthetic recovery room was the same for all patients.,Patients were extubated at the end of the procedure. Routine postoperative monitoring in the post-anaesthetic recovery room was the same for all patients.,100.0
1477,10.1016/j.ejvs.2012.02.003,Flexibility (delivery),A standardised operative technique was used.,A standardised operative technique was used.,100.0
1477,10.1016/j.ejvs.2012.02.003,Flexibility (delivery),The type of aorto-prosthetic anastomosis (end-to-end or end-to-side) is decided based on the quality of the aorta as estimated on the preoperative CT scan.,The type of aorto-prosthetic anastomosis (end-to-end or end-to-side) is decided based on the quality of the aorta as estimated on the preoperative CT scan.,100.0
1477,10.1016/j.ejvs.2012.02.003,Flexibility (adherence),Patients were encouraged to move from the bed to the chair and walk around as soon as they were comfortable.,Patients were encouraged to move from the bed to the chair and walk around as soon as they were comfortable.,100.0
1477,10.1016/j.ejvs.2012.02.003,Flexibility (adherence),"Patients were discharged and sent home as soon as they were clinically stable, tolerating a regular diet, opened their bowels and were able to walk around.","Patients were discharged and sent home as soon as they were clinically stable, tolerating a regular diet, opened their bowels and were able to walk around.",100.0
1477,10.1016/j.ejvs.2012.02.003,Follow-up,Patients were followed up clinically twice daily or more frequently as needed during their hospitalisation until discharge.,patients were followed up clinically twice daily or more frequently as needed during their hospitalisation until discharge,100.0
1477,10.1016/j.ejvs.2012.02.003,Follow-up,Patients were followed up in the outpatient vascular surgery clinic at 2 weeks and 1 month postoperatively.,Patients were followed up in the outpatient vascular surgery clinic at 2 weeks and 1 month postoperatively.,100.0
1477,10.1016/j.ejvs.2012.02.003,Primary outcome,To investigate differences between open and laparoscopic aortobifemoral bypass surgery for aorto-iliac occlusive disease on postoperative morbidity and mortality.,To investigate differences between open and laparoscopic aortobifemoral bypass surgery for aorto-iliac occlusive disease on postoperative morbidity and mortality.,100.0
1477,10.1016/j.ejvs.2012.02.003,Primary analysis,Data were analysed on an intention-to-treat basis.,Data were analysed on an intention-to-treat basis.,100.0
1292,10.1097/sla.0000000000002894,Eligibility,"Exclusion criteria were contraindications for general anesthesia or laparoscopy, obstructed or strangulated inguinal hernias, and hernia recurrences.","Exclusion criteria were contraindications for general anesthesia or laparoscopy, obstructed or strangulated inguinal hernias, and hernia recurrences.",100.0
1292,10.1097/sla.0000000000002894,Eligibility,"Patients (aged over 18 yrs), with primary, bilateral inguinal hernias assessed by ultrasound were included.","Patients (aged over 18 yrs), with primary, bilateral inguinal hernias assessed by ultrasound were included.",100.0
1292,10.1097/sla.0000000000002894,Eligibility,Cases were randomized using a simple randomization with a computer program and divided into 2 groups according to the surgical approach elected by the computer program: TAPP or OL group.,Cases were randomized using a simple randomization with a computer program and divided into 2 groups according to the surgical approach elected by the computer program: TAPP or OL group.,100.0
1292,10.1097/sla.0000000000002894,Recruitment,This study was carried out in a private hospital in Madrid (Spain) at the General Surgery Department of Sanchinarro University Hospital recruiting patients from March 2013.,This study was carried out in a private hospital in Madrid (Spain) at the General Surgery Department of Sanchinarro University Hospital recruiting patients from March 2013.,100.0
1292,10.1097/sla.0000000000002894,Recruitment,Patients were transferred to the ward with all of them staying overnight.,Patients were transferred to the ward with all of them staying overnight.,100.0
1292,10.1097/sla.0000000000002894,Recruitment,The study was approved by the institutional ethical committee of the HM Hospitals group. All patients included were informed about the treatment and written informed consent was obtained.,The study was approved by the institutional ethical committee of the HM Hospitals group. All patients included were informed about the treatment and written informed consent was obtained.,100.0
1292,10.1097/sla.0000000000002894,Setting,This study was carried out in a private hospital in Madrid (Spain) at the General Surgery Department of Sanchinarro University Hospital recruiting patients from March 2013.,This study was carried out in a private hospital in Madrid (Spain) at the General Surgery Department of Sanchinarro University Hospital recruiting patients from March 2013.,100.0
1292,10.1097/sla.0000000000002894,Organisation,The same team of surgeons (4 senior consultant surgeons with a minimum of 2 years’ experience in both TAPP and OL techniques) and an anesthesiology team performed the operation.,The same team of surgeons (4 senior consultant surgeons with a minimum of 2 years’ experience in both TAPP and OL techniques) and an anesthesiology team performed the operation.,100.0
1292,10.1097/sla.0000000000002894,Organisation,All procedures were performed using the same surgical steps as follows.,All procedures were performed using the same surgical steps as follows.,100.0
1292,10.1097/sla.0000000000002894,Organisation,Patients were transferred to the ward with all of them staying overnight.,Patients were transferred to the ward with all of them staying overnight.,100.0
1292,10.1097/sla.0000000000002894,Flexibility (delivery),All procedures were performed using the same surgical steps as follows.,All procedures were performed using the same surgical steps as follows.,100.0
1292,10.1097/sla.0000000000002894,Flexibility (delivery),"Patients are allowed to resume their full activities after 10 days from surgery, except for physical exercise which was recommended to commence after 30 days from surgery.","Patients are allowed to resume their full activities after 10 days from surgery, except for physical exercise which was recommended to commence after 30 days from surgery.",100.0
1292,10.1097/sla.0000000000002894,Flexibility (adherence),"Patients are allowed to resume their full activities after 10 days from surgery, except for physical exercise which was recommended to commence after 30 days from surgery.","Patients are allowed to resume their full activities after 10 days from surgery, except for physical exercise which was recommended to commence after 30 days from surgery.",100.0
1292,10.1097/sla.0000000000002894,Follow-up,"During follow-up, there was a drop out of 6 patients (2 TAPP, 4 OL) and they have been excluded only from the cost-effectiveness analysis.","During follow-up, there was a drop out of 6 patients (2 TAPP, 4 OL) and they have been excluded only from the cost-effectiveness analysis.",100.0
1292,10.1097/sla.0000000000002894,Follow-up,A summary of costs is presented in Table 3.,A summary of costs is presented in Table 3.,100.0
1292,10.1097/sla.0000000000002894,Primary outcome,"The outcome parameters included surgical and postoperative costs, quality adjusted life years (QALY), and incremental cost per QALY gained or the incremental cost effectiveness ratio.","The outcome parameters included surgical and postoperative costs, quality adjusted life years (QALY), and incremental cost per QALY gained or the incremental cost effectiveness ratio.",100.0
1292,10.1097/sla.0000000000002894,Primary outcome,The mean QALYs at 1 year for TAPP (0.8094) was higher than that associated with OL (0.6765) (P = 0.018).,The mean QALYs at 1 year for TAPP (0.8094) was higher than that associated with OL (0.6765) (P = 0.018).,100.0
1292,10.1097/sla.0000000000002894,Primary analysis,"The estimated ICER for patients was 3696.10€ per QALY gained, in favor of TAPP.","The estimated ICER for patients was 3696.10€ per QALY gained, in favor of TAPP",100.0
1292,10.1097/sla.0000000000002894,Primary analysis,"In Monte Carlo simulations analysis, there was a 10.08% probability that TAPP is both less costly and more effective.","In Monte Carlo simulations analysis, there was a 10.08% probability that TAPP is both less costly and more effective.",100.0
1499,10.1097/sla.0000000000003449,Eligibility,This trial enrolled 400 female Stage 0–III breast cancer patients aged 18 years or older undergoing partial mastectomy.,This trial enrolled 400 female Stage 0–III breast cancer patients aged 18 years or older undergoing partial mastectomy.,100.0
1499,10.1097/sla.0000000000003449,Eligibility,"Exclusion criteria included excisional biopsy for diagnosis, prior attempt at partial mastectomy, bilateral breast cancer, and plan for intraoperative radiation therapy.","Exclusion criteria included excisional biopsy for diagnosis, prior attempt at partial mastectomy, bilateral breast cancer, and plan for intraoperative radiation therapy.",100.0
1499,10.1097/sla.0000000000003449,Eligibility,"Patients were screened for eligibility at each site, and written informed consent was obtained.","Patients were screened for eligibility at each site, and written informed consent was obtained.",100.0
