"","pragmeta_trial_id","Author","DOI","Title","Rater","Eligibility","Quote_comment_Eligibility","Recruitment","Quote_comment_Recruitment","Setting","Quote_comment_Setting","Organization","Quote_comment_Organisation","Flex. delivery","Quote_comment_Flexibility_del","Flex. adherence","Quote_comment_Flexibility_adh","Follow-up","Quote_comment_FU","Outcome","Quote_comment_Prim_out","Analysis","Quote_comment_Primary_anal","module"
"1570",1570,"Mazdeh, M.; Afzali, S.; Jaafari, M. R.","NA","The therapeutic effect of Avonex, Rebif and Betaferon on EDSS and relapse in multiple sclerosis: a comparative study","Jacopo",3,"Age between 14  50 yrs, definite diagnosis of MS
based on clinical manifestations and performing MRI according to McDonalds criteria, acceptance of the 24
month protocol by the patients, not being pregnant or
lactating, history of having received a kind of ?-
interferon under the supervision of a neurologist in a
period of no more than 30 days prior to the study. At the
onset of treatment all of the patients had an EDSS of less
than 6.
Exclusion criteria were as follows: 1) history of
malignancy within the past five years 2) history of HIV
infection, positive serology for hepatitis B and C 3)
history of infectious disease within six weeks prior to
the study and need for hospitalization from an infectious
cause within two months prior to the study 4) any kind
of hematological abnormality such as lymphocyte count
? 1 x 109/ L , platelet count ? 100 x 109/ L , neutrophil
count ? 1.5 x 109/ L ,and hemoglobin level ? 8.5 g/dl
5)any kind of definite functional abnormality in body
organs that disables the patient for treatment with ?-
interferons(criteria for functional abnormality in such
cases included:creatinin ? 1.6 mg/dl , AST or ALT ?
2.5 x maximum normal values , alkaline phosphatase
?2.5 x maximum normal values ,and history of heart
failure, myocardial infarction or arrhythmia within six
months prior to the study) 6)vaccination using live virus
vaccines within four weeks prior to the study 7) use of
antimetabolites or cytotoxic drugs within six months
prior to the study 8) patients with PPMS 9)any kind of
elective surgery during the study 10)rise in hepatic
enzymes or severe drug reactions during the follow up
period.","NA","NA","3","The study was a randomized clinical trial and included
all the patients with MS referring to the Farshchian
Hospital, Hamadan (West Iran) during the year 2005-
2006","NA","NA","5","According to the inclusion criteria the patients were
treated as follows: 30 patients received Av (30 mcg IM
on a weekly basis), 30 patients received Re (44 mcg SC
three times a week) and 30 patients received Be (250
mcg SC on an alternate day basis).","NA","NA","5","The patients` EDSS was calculated and the necessary
lab tests for possible drug reactions were performed. The
patients in all three groups were evaluated at the end of
months 6, 12, 18, 24 and in case of development of
reactions were excluded from the study. At the end of 24
months the patients were again evaluated for EDSS, and
the number of relapses for each patient was calculated
(cases of pseudoexacerbation were not considered as
relapse).","NA","NA","NA","NA","PragMS"
"1773",1773,"Medina-Perez, C.; de,Souza-Teixeira,F; Fernandez-Gonzalo, R.; de,Paz-Fernandez,JA","10.3233/NRE-141062","Effects of a resistance training program and subsequent detraining on muscle strength and muscle power in multiple sclerosis patients","Jacopo",4,"The patient inclusion criteria included a confirmed disease diagnosis by a neurologist, according to Mc-Donald criteria (McDonald, 2001); ability
to walk (with or without aid) at least 20m without rest;
absence of other diseases that might have affected muscle
function. After a medical evaluation that confirmed
patients aptitude and absence of contraindications to
carry out the procedures involved in the study, subjects
signed a written informed consent form to participate.","4","All participants were recruited among six MS
rehabilitation centers within the region of Castilla y
LeŽon (Spain). After a group meeting where the details of
the investigation were described to the patients, including
possible risks and discomfort associated to the
intervention, a formal invitation to take part in the study
was offered.","3"," six MS
rehabilitation centers within the region of Castilla y
LeŽon (Spain)","NA","The EG, which included 16 women and
14 men (49.6±11.0 yr), performed 12 weeks of resistance
training followed by a detraining period where
resistance exercise or other structured physical activity
was avoided. The CG, which did not follow any
resistance training during the study period","4","Subjects performed coupled concentric-eccentric
bilateral seated knee extension training using a weight
stack machine (BH® Fitness Nevada Pro-T, Spain)
twice per week during 12 weeks, with at least 48 h
of rest between sessions","4","Subjects performed coupled concentric-eccentric
bilateral seated knee extension training using a weight
stack machine (BH® Fitness Nevada Pro-T, Spain)
twice per week during 12 weeks, with at least 48 h
of rest between sessions. After a standardized cycling
warm-up, and one set of 5 repetitions (reps) with a light
load, participants performed 3 sets of 812 reps with a
load that was progressively increased from 35 to 70%
of MVIC through the training period (Table 2). Recovery
time between sets was 3 minutes. Subjects were
requested to push with maximal effort during the concentric
phase of the movement (90180?) and to lower
the load (eccentric action; 18090?) in a controlled
manner. All training sessions took place in MS rehabilitation
centers and the patients were continuously
supervised by physical therapists.","2","Testing was
performed on three different occasions: before (week
0) and after (week 12) the training program, and after
the detraining period (week 24).","3"," muscle performance measurements (Dependent variables included maximal voluntary
isometric contraction (MVIC), maximal torque, average muscle power and muscle endurance)","5","All subjects taking part in the study (n = 42) completed
all the scheduled testing protocols. Adherence to
the training intervention (e.g. EG) averaged 22.9±1.5
sessions from a total of 24 planned sessions. All participants
from the EG completed more than 75% of the
sessions included in the resistance training program.
Missing sessions were caused by medical examination
(n = 5), side effects of drugs (n = 3) and injuries
not related to the training sessions (n = 2).","PragMS"
"1769",1769,"Millar, J. H.; Vas, C. J.; Noronha, M. J.; Liversedge, L. A.; Rawson, M. D.","10.1016/s0140-6736(67)90850-1","Long-term treatment of multiple sclerosis with corticotrophin","Jacopo",5,"Patients with
multiple sclerosis were randomly selected into treated and
control groups; only patients who could walk with or without
walking aids were admitted to the trial, and these cases were
initially assessed and scored during an inactive phase of the
disease. In Manchester, patients who had relapsed in the
previous eighteen months only were admitted to the trial. (...) Patients with diabetes mellitus or hypertension or who gave a
history of psychiatric illness or peptic ulcer were not admitted
to the treated group.","NA","NA","5","This controlled study was started in 1963 in three cities-
Belfast, Leeds, and Manchester.","NA","NA","5","The treated group were given corticotrophin ( Acthar  gel)
in a dosage which varied between 15 and 25 units daily, potassium
chloride orally, and a low-salt diet. The dose of corticotrophin
was adjusted to produce just enough "" mooning "" of
the face to be appreciated by the physician in charge of the
trial and the dose was not increased during a relapse. Both
treated and control groups were given aneurin 100 mg. by
injection monthly.","NA","NA","5","All cases were seen at three-monthly intervals
and scored on the Kurtzke (1961) scale; relapses lasting
longer than twenty-four hours were also scored by a system in
the three centres. The treated group were weighed, their urine
was tested, blood-pressure recorded, and blood analysed for
electrolytes. Initially and at yearly intervals the thoracolumbar
spine of the treated group was X-rayed for osteoporosis.","NA","NA","NA","NA","PragMS"
"684",684,"Miller, L; Paul, L; Mattison, P; McFadyen, A","10.1177/0269215511398376","Evaluation of a home-based physiotherapy programme for those with moderate to severe multiple sclerosis: a randomized controlled pilot study.","Kinga",4,"""excluding people with other medicial conditions which would preclude them taking part in the study""","4","recruted from the MS Service","5","home based but single centered","5","NA","5","activities were used depending on the subject previously identified goals","NA","NA","4","follow-up at the end of the study and 8 weeks after, but they collected more data than usual","5","NA","NA","""missing data estimated within the model""","PragMS"
"685",685,"O'Hara, Louise; Cadbury, Heather; De, Souza Lorraine; Ide, Lorely","10.1191/0269215502cr478oa","Evaluation of the effectiveness of professionally guided self-care for people with multiple sclerosis living in the community: a randomized controlled trial.","Perrine",5,"The only selection criterion was that the diagnosis of MS was confirmed by the general practitioner","NA","no information apart for location and that patients were recuited form voluntaring organization","5","community based","3","new intervention requiring new resources but all part of the intervention","5","As finndings from the Delphi study highlighted the need for flexibility and responsiveness to individuals the format of the discussion focused on individuals interests and concerns rather than on covering all the information contained in the booklet","NA","no info","5","baseline and 6 month, coherent with MS follow-up plus only questionnaire","5","only patient centered and quality of life outcomes","4","less than 10% misisng data and ITT and use imputation methods","PragMS"
"686",686,"Papeix, Caroline; Gambotti, Laetitia; Assouad, Rana; Ewenczyck, Claire; Tanguy, Marie-Laure; Pineau, Fanny; Houis, Marie-Claire; Mazevet, Dominique; Maillart, Elisabeth; Lubetzki, Catherine","10.1177/2055217315608864","Evaluation of an integrated multidisciplinary approach in multiple sclerosis care: A prospective, randomized, controlled study.","Kinga",5,"inclusion criteria very similar to usual care","5","recruted from usual care","1","only one outpatient clinic","4","not namy more specialists than usual","5","independent evaluation","NA","NA","5","only 3 visits, no unscheduled visits","5","impact on qualty of life","5","intention-to-treat and ITT below 10%","PragMS"
"687",687,"Paul, Lorna; Coulter, Elaine H; Miller, Linda; McFadyen, Angus; Dorfman, Joe; Mattison, Paul George G","10.1177/0269215514527995","Web-based physiotherapy for people moderately affected with Multiple Sclerosis; quantitative and qualitative data from a randomized, controlled pilot study.","Perrine",2,"very narrow eligibility criteria, Expanded Disability Status Score of between 5 and 6.5 and no significant co-morbidities
such as coexisting cardiac or pulmonary condition","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","PragMS"
"688",688,"Pozzilli, C; Brunetti, M; Amicosante, A M V; Gasperini, C; Ristori, G; Palmisano, L; Battaglia, M","10.1136/jnnp.73.3.250","Home based management in multiple sclerosis: results of a randomised controlled trial.","Kinga",4,"participans need to live in Rome","NA","do not know how many and only in Rome","3","home based or hospital based but from very restrictive area (Rome does not represent the whole country)","1","multidisciplinary team (more people and more resources)","5","individualized clinical care","4","phone calls to measure, no excluding patiens from the study etc.","1","more follow-ups than usual; posibility to call Mon-Fr 9-5 and home visits","1","effectiveness and cost-effectiveness home based vs hospital care","NA","nothing about: intention-to-treat, per protocol analysis, only 10% drop-out ","PragMS"
"689",689,"Renfrew, Linda Miller; Paul, Lorna; McFadyen, Angus; Rafferty, Danny; Moseley, Owen; Lord, Anna C; Bowers, Roy; Mattison, Paul","10.1177/0269215519842254","The clinical- and cost-effectiveness of functional electrical stimulation and ankle-foot orthoses for foot drop in Multiple Sclerosis: a multicentre randomized trial.","Kinga",2,"excluding people who would not adhere properly ( moderate cognitive impairment), excluding people with other conditions and who used previously functional electrical stimulation or orthosis for the foot drop   ","5","recruited in outpatients clinics, no ads, no extras ","5","7 different outpatient clinics","NA","NA","1","protocol (direction how to perform the intervention, no wiggle-room), and additional intervention (oxygen cost of walking)","NA","NA","5","3 times follow-up (standard of care)","1","cost-utility - not relevant ","4","intention-to-treat for missing data and <15% attrition but nothing about the method to address missing data (only restricted maximum likelihood ration approach) ","PragMS"
"1568",1568,"Riemenschneider, M.; Hvid, L. G.; Ringgaard, S.; Nygaard, M. K.E.; Eskildsen, S. F.; Gaemelke, T.; Magyari, M.; Jensen, H. B.; Nielsen, H. H.; Kant, M.; Falah, M.; Petersen, T.; Stenager, E.; Dalgas, U.","10.1177/13524585221079200","Investigating the potential disease-modifying and neuroprotective efficacy of exercise therapy early in the disease course of multiple sclerosis: The Early Multiple Sclerosis Exercise Study (EMSES)","Vy",4,"""Specifically, patients have to fulfil the following: (1) 1860 years of age, (2) ?2 years since clinical diagnosis with relapsing remitting MS and (3) no relapses or changes in medication ?8 weeks prior to inclusion. Patients will be excluded if they: (1) are pregnant, or (2) have comorbidities or other issues thought to hinder participation in high intensity exercise activities."" Downgrade to 4 because the last criterion of the exclusion is vague and seems to only want healthy participants.","4","""Patients with MS will be recruited via six Danish regional MS clinics (Aarhus University Hospital, Odense University Hospital, Clinics of Southern Denmark (Sønderborg, Esbjerg, Kolding), and Hospital Unit of Western Denmark), or via social media groups and events related to the Danish MS Society."" Downgrade because trialists used sovial media groups and events for recruitment.","4","""As patients are recruited from six MS clinics at hospitals throughout cities in the western part of Denmark, six training sites will be established in or near these same cities (ie, near each of the six recruiting MS clinics), in an attempt to facilitate adherence to the exercise intervention. Four of these training sites will be in facilities of four different physiotherapy schools, while two are in facilities of Sports Sciences at two Universities."" multiple sites throughout the the western region...near clinics to facilitate adherence, thus downgrade to 4","3","""After careful instruction from the [three] study exercise physiologists, the training sessions are delivered and supervised by exercise physiology students, physiotherapy students or medical students. In addition to their educational background, all training supervisors are trained in delivering the specific exercise intervention and are provided oral and written safety instructions on exercise and MS (ie, Uhthoffs phenomenon and thermoregulation, and procedures in case of adverse events)."" 
For the control group, ""All sessions are delivered by the same study employee (MR)..."" 
Big contrast in terms of the number of people providing the intervention compared to the control group; more healthcare or other professionals were available to deliver the intervention over; training supervisors received additional training
and above the levels available in usual care","3","Since the intervention is a set of exercises with moderate to high intensity efforts, it seems that the instruction on delivering the intervention is highly specified. On top of that, ""After careful instruction from the study exercise physiologists, the training sessions are delivered and supervised by exercise physiology students, physiotherapy students or medical students. In addition to their educational background, all training supervisors are trained in delivering the specific exercise intervention and are provided oral and written safety instructions on exercise and MS...never with a patient-supervisor ratio exceeding 4:1.""","2","""six training sites will be established in or near these same cities (ie, near each of the six recruiting MS clinics), in an attempt to facilitate adherence to the exercise intervention."" ""The purpose of providing health educational sessions were primarily to facilitate adherence in the control group...""
""To report on the adherence to the exercise therapy programme the following data are registered by the training supervisor at each exercise session: (1) if the training is attended and completed, (2) exercise modalities, (3) duration of the session, (4) peak HR, (5) average HR for the total session, (6) HR at the last minute of each exercise bout to calculate the average exercising HR (without rest periods).""
""In case of low adherence to the supervised exercise intervention, a subanalysis will be performed per-protocol, excluding patients with adherence lower than 80%."" <- isn't this to say ""we want full to high adherence and would do everything to increase adherence higher than 80%""??? very experimental study
Exclusion criterion, ""...have comorbidities or other issues thought to hinder participation in high intensity exercise activities."" implying the desire to have high adherence?","4","2 follow-ups and spaced 24 weeks apart; downgrade for structural and diffusion-kurtosis MRI at each follow-up, does not sound like a usual standard follow-up","4","""The relapse rate and the global brain atrophy rate were the primary outcomes of this study""; the global brain atrophy rate does not sound completely patient relevant but more relevant to researchers","5","ITT, including all patients","PragMS"
"690",690,"Solari, Alessandra; Giordano, Andrea; Patti, Francesco; Grasso, Maria Grazia; Confalonieri, Paolo; Palmisano, Lucia; Ponzio, Michela; Borreani, Claudia; Rosato, Rosalba; Veronese, Simone; Zaratin, Paola; Battaglia, Mario Alberto; PeNSAMI Project","10.1177/1352458517704078","Randomized controlled trial of a home-based palliative approach for people with severe multiple sclerosis.","Vy",4,"no mention of exclusion criteria.
 ""The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient..."" <- this could be an exclusion if the carer isn't a family member ","NA","no mention of how recruitment was done, trial protocol also doesn't mention how it's done, only stated that ""participants are being recruited from the three participating centers""

https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-015-0695-0#Sec3

trial was conducted in 3 locations: Milan, Rome, and Catania","4","although only 3 centers, they are in different areas of the country","4","""the Catania nurse attended a week-long individual training course""

healthcare providers for usual care group are not different in profession compared to the intervention group","5","NA","NA","""Home visits by one or more team members will take place at least twice a month in the first trimester, and as needed thereafter. Which professionals attend for home visits depends on the intensity of care and the type of symptoms (for example physician for pain management, nurse for bed sore treatment)"" <- from study protocol; no mention if participants had the option to skip a visit if they did not want to be visited in the first trimester; no measure of adherence mentioned","5","follow-up at month 3 and 6; not frequent","5","NA","4","""All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group)""","PragMS"
"1569",1569,"Straudi, S.; De,Marco,G; Martinuzzi, C.; Baroni, A.; Lamberti, N.; Brondi, L.; Da,Roit,M; Pizzongolo, L. D.M.; Basaglia, N.; Manfredini, F.","10.1016/j.msard.2022.103721","Combining a supervised and home-based task-oriented circuit training improves walking endurance in patients with multiple sclerosis. The MS_TOCT randomized-controlled trial","Vy",5,"""The inclusion criteria were: males and females; age 18 to 70; diagnosis of MS (primary or secondary progressive, relapsing-remitting), without relapses in the preceding three months and an Expanded Disability Status Scale (EDSS) score between 4 and 5.5.The exclusion criteria were: other conditions that may affect motor function, impaired cognitive functioning that interferes with the acquisition of the consent to the study."" reasonable inclusion and exclusion criteria ","5","""Patients have been recruited at Ferrara University Hospital from patients who attend the Rehabilitation Outpatient Clinic for gait rehabilitation. They signed 
informed consent before any evaluation or treatment."" no extra effort.","5","home-based program for 12 weeks after 2 weeks under supervision of a physiotherapist; a score of 3 if the usual care is no specific rehab treatment, ""The control group did not receive specific rehabilitation treatment for gait performance and mobility (usual care).""","5","no mention of staff except for the physiotherapist providing feedback during Phase 1; the intervention is delivered at home, ""The investigators provided an illustrated brochure and the training material (i.e. stepper, stop-watch, small obstacles).""","4","home-based program with equipment and illustrated brochure provided. Downgrade because ""accuracy and the number of repetitions achieved for each exercise were assessed to provide further feedback and adapt the program to the subjects skills."" ","3","""Patients recorded the frequency and duration of the training in a pre compiled logbook.Home-based adherence was monitored using a Visual Analog Scale during each monthly visit."" ","NA","12-weeks follow-up, that's a long follow-up period, very little information about what happens during each follow-up session and where it takes place","5","""The primary outcome measure was the 6-minute walking test (6MWT) for walking endurance"" patient-focus outcome","5","modified ITT; ""An intention-to-treat analysis was carried out on all outcome measures, handling missing data (n = 2 at T1, n = 7 at T2) with the last observation carried forward approach.""","PragMS"
"1567",1567,"Stuifbergen, Alexa K; Becker, Heather; Perez, Francisco; Morrison, Janet; Brown, Adama; Kullberg, Vicki; Zhang, Wenhui","10.1016/j.dhjo.2018.02.001","Computer-assisted cognitive rehabilitation in persons with multiple sclerosis: Results of a multi-site randomized controlled trial with six month follow-up.","Vy",5,"""eligibility criteria (1860 years of age, able to understand and comply with the study protocol, visual acuity with correction sufficient to work on a computer screen, clinically definite MS for at least 6 months and exacerbation free for 90 days). The Perceived Deficits Questionnaire was administered by phone, and those scoring at least 10 (indicating some problems in at least 5 areas) were eligible to participate."" reasonable list of criteria","3","""recruited from three large metropolitan communities in Texas: Houston, San Antonio and Dallas... via physician referral, targeted mailings to persons with MS on the mailing list of the National MS Society, contact with support groups, and notices in MS newsletters and web sites."" extensive effort to recruit participants","5","3 sites for group sessions and home for computer training program","3","""neuropsychological assistants, trained in the study protocol and supervised by a neuropsychologist consultant to the study, administered the tests at each site""; ""To promote consistency in testing and intervention delivery, the researchers trained neuropsychological testers and facilitators at each site in the study procedures. A booster session was held with facilitators approximately one year after they had begun conducting groups to reinforce key components of the intervention. In addition, the facilitators audio-recorded their group sessions, and the second author listened to a sample of these tapes to determine that the intervention was being delivered as intended."" a lot of training and extra steps involved in prepapring staff on delivering the intervention and ensuring quality.","3","unlikely to deliver since the requirement is to have a computer at home for the computer-based component ","3","for the treatment arm: ""Each participant was asked to complete 3 sessions (4560 min of training) a day three times a  week, (approximately 45 games) and to keep a written log of practice time. The researchers monitored exercise practice and completion.""
for the control arm: ""Participants were asked to keep a log of any practice time. These participants also received weekly check-in calls from research staff during the 8 weeks of the intervention period."" high adherence requirement for both arms","NA","""6 months of follow-up"" is a long period of time, no further information provided ","5","patient-focus outcomes: ""the primary outcome of overall neurocognitive competence in activities of daily living (verbal memory performance, use of cognitive strategies and performance on cognitive-related IADLs, instrumental activities of daily living)""","5","""we employed intention-to-treat strategies to handle missing data using a last observation carried forward (LOCF) strategy in which missing data points are imputed based on the participants existing data. When data were found to be missing, the value was carried forward for all remaining points. Therefore, the results presented include data for all participants at each of the four time points.""","PragMS"
"691",691,"Thomas, Sarah; Thomas, Peter W; Kersten, Paula; Jones, Rosemary; Green, Colin; Nock, Alison; Slingsby, Vicky; Smith, Angela Davies; Baker, Roger; Galvin, Kathleen T; Hillier, Charles","10.1136/jnnp-2012-303816","A pragmatic parallel arm multi-centre randomised controlled trial to assess the effectiveness and cost-effectiveness of a group-based fatigue management programme (FACETS) for people with multiple sclerosis.","Perrine",4,"limited eligibility criteria which seem relevant, downgrade one because not sure how having recently started a DMT might be important here","5","no special efforts  seem to have been taken","5","multicentered and recruited from MS centers which is usual care","4","training for facilitator par tof implementing the intervention however downgraded because only used ""Facilitators were all qualified to a senior/advanced level""","3","highly standardized intervention, pilot conducted to assess the adherence to the protocol however do leave room for ""the tailoring of content to the individual circumstances and goals/priorities of group members""","NA","mention adherence for the pilot but not for the rest","4","scales were self-reported and patients did it at home so no additional visit but downgraded because still additionla timepoints to answer the questionnaires compate to usual care","5","fatigue severity, QoL, self-efficacy for managing fatigue","5","less than 10% missing data and mention imputation methods and ITT","PragMS"
"692",692,"Torkhani, Eya; Dematte, Emilie; Slawinski, Jean; Csillik, Antonia; Gay, Marie-Claire; Bensmail, Djamel; Heinzlef, Olivier; de Marco, Giovanni","10.3389/fpsyg.2021.767784","Improving Health of People With Multiple Sclerosis From a Multicenter Randomized Controlled Study in Parallel Groups: Preliminary Results on the Efficacy of a Mindfulness Intervention and Intention Implementation Associated With a Physical Activity Program.","Vy",4,"age limit up to 65; short list of exclusion","3","recruited patients receiving treatment at only 2 hospitals; no further info on how participants were recruited","5","not much different in the setting of the trial","5","not much different in the organization; "" A specialized trainer in adapted physical activity delivered experimental interventions and the
telephone calls""","5","interventions were done via online application; physical activities ""scheduled at a time and place of the participants choosing""","NA","no mention of adherence or the need to adhere or reminder to adhere; participants in the 2 intervention groups received weekly phone call "" during which a detailed report concerning the session(s) was reviewed and adapted if required"" <- is this a subtle sign of required adherence?","4","follow-up at 8-weeks after the intervention; not many follow-ups","5","""The primary outcomes, fatigue, mobility and quality of life""","4","""All participants
were analyzed in the group to which they were designed and
ignored the existence of the other study groups"" <- this to me means ITT. Imputation: "" The missing
values in session 2 (one MBI and two CG) were replaced by the group average.""","PragMS"
"693",693,"Velikonja, Orjana; Curic, Katarina; Ozura, Ana; Jazbec, Sasa Sega","10.1016/j.clineuro.2010.03.006","Influence of sports climbing and yoga on spasticity, cognitive function, mood and fatigue in patients with multiple sclerosis.","Perrine",5,"eligibility criteria make sense with the intervention,","NA","NA","4","downgrade because only one center but most likely representative of usual care","3","one assessor only to remove interrater ","3","adapted yoga and climbing but unclear how each are delivered exactly if te program was standardized","NA","NA","4","NA","3","many outcome none identified as primary ","NA","no flow chart","PragMS"
"694",694,"Vermohlen, Vanessa; Schiller, Petra; Schickendantz, Sabine; Drache, Marion; Hussack, Sabine; Gerber-Grote, Andreas; Pohlau, Dieter","10.1177/1352458517721354","Hippotherapy for patients with multiple sclerosis: A multicenter randomized controlled trial (MS-HIPPO).","Kinga",2,"body wight over 90 and no balance while sitting etc. ","NA","NA","3","only 5 centers ","NA","NA","2","specific direction provided for the intervention and for managinf side effects","NA","NA","4","follow up after 6-7 weeks and after 12 weeks (very similar to usual care)","5","improvement in balance (very relevant)","5","intention-to-treat and 10% drop-out","PragMS"
"695",695,"Ward, C D; Turpin, G; Dewey, M E; Fleming, S; Hurwitz, B; Ratib, S; von Fragstein, M; Lymbery, M","10.1191/0269215504cr792oa","Education for people with progressive neurological conditions can have negative effects: evidence from a randomized controlled trial.","Vy",5,"short list of exclusion criteria; inclusion criteria includes patients as young as 16","5","""used GP information as the sole method for identifying potential participants.""","3","the setting for the intervention group is at home, same as the group who received usual care; no difference between the two groups; however, study was done in one city ""designed to cover a
specific geographical area because of the nature
of the intervention.""","4","there's a panel of experts to review individual cases and provide suggestions. The research occupational therapist providing "" personalized advice
and information based on the expert panel discus sion, a tailored version of the standard information
package, and a specially constructed leaflet offer ing information about the participant's condition
and about self-help organizations"" does not seem too different from usual care. I'd imagine usual care provides personalized advice and self-help resources ","5","done at participants' home","NA","no mention of adherence or the need to adhere or reminder to adhere; there's a follow-through phone call for the intervention group: ""Approximately two weeks later, EG participants received a single follow-through phone call from the research OT to confirm and reinforce the educational content of the visit, after which EG patients had no subsequent contact with
the OT"" <- the score could be either 4 or 5 if the lack of mention of adherence means full flexibility","3","if I understand the text correctly, every 2 months there's a phone call during the follow-up period of 12 months; a bit frequent","5","falls and skin sore are quite relevant to participants","5","seems like those passed away and lost to follow up ocured before the intervention began -> no missing data","PragMS"
"696",696,"Weinstock-Guttman, Bianca; Hagemeier, Jesper; Kavak, Katelyn S; Saini, Vasu; Patrick, Kara; Ramasamy, Deepa P; Nadeem, Muhammad; Carl, Ellen; Hojnacki, David; Zivadinov, Robert","10.1136/jnnp-2015-312221","Randomised natalizumab discontinuation study: taper protocol may prevent disease reactivation.","Perrine",5,"eligibility criteria make sense with the intervention, you would not discontinue treatment if patient was not stable","NA","NA","3","one center and MS specialized center but most patients are followed at the hospital and or specialized centers","3","standardized MRI which might not be systematicallty done in usual care but could be part of the intervention","NA","NA","NA","NA","3","additional visit that can make sense due to the de-escalation but unsure if part of the intervention package in usual care","4","downgraded because one co-surrogate outcome although recognized as having clinical relevance","NA","no flowchart","PragMS"
"697",697,"Williams, Katrina Louise; Low Choy, Nancy Louise; Brauer, Sandra Gail","10.1002/pmrj.12377","Center-Based Group and Home-Based Individual Exercise Programs Have Similar Impacts on Gait and Balance in People With Multiple Sclerosis: A Randomized Trial.","Vy",3,"unsure if exclusion criteria ""had their MS immunomodulation medications altered in the previous 4 weeks or during the trial period, or declined to be randomly allocated"" are legitimate or for ease of study purposes; I don't know if participants who were excluded would receive the intervention in usual care.","NA","not much info on recruitment except ""were recruited through the Multiple Sclerosis Society of New South Wales
and South Australia""","4","Intervention group attended classes at a community center and had a physiotherapist each class. Exercises, intensity, and frequency are the same for both group so exercises could be done either at home or at a community center; study was a ""multi-center RCT""","4","not much extra resources or provider expertise. Control group ""were provided with one
center-based physiotherapist-led session"" and ""telephone support by a physiotherapist to discuss their program every 2 weeks"" so frequent support. Intervention group had continuous support from the physiotherapist; physiotherapist ""received training to ensure
a standard approach to intervention, intensity, and pro gression""","4","control group had fixed schedule for classes to attend 2x/week; ""Participants were encouraged
to work at a pace at which they could exercise for the full 6 minutes, but could rest if they felt fatigue, or had a per ceived exertion of greater than 7/10 on the modified Borg scale. Participants in both groups were encouraged to
maintain their usual activity levels and engagement in
any other exercise throughout the trial"" <- flexibility in doing exercises","3","control group: ""The activity
diary was to be completed after each exercise session, with a pre-paid envelope provided to enable return at
the end of the intervention period."" <- there seems to be adherence requirement. No mention of monitoring or screening for poor adherence","4","measured 3 times: baseline, week 8 and week 16; not too frequent","3","primary outcome: gait speed ""walk over a 14-meter uncluttered indoor path at their fastest but safe pace"" <- how is speed so relevant to participants? ","5","""Data were analyzed according to the intention-to treat principle""","PragMS"
"648",648,"E Abalos, V Addo, P Brocklehurst, M El Sheikh, B Farrell, S Gray, P Hardy, E Juszczak, J E Mathews, S Naz Masood, E Oyarzun, J Oyieke, J B Sharma, P Spark","10.1016/S0140-6736(13)60441-9 ","Caesarean section surgical techniques (CORONIS): a fractional, factorial, unmasked, randomised controlled trial.","Vy",3,"""Pregnant women were eligible if they were to undergo delivery by lower segment caesarean section through a transverse abdominal incision...not eligible if there was a clear indication for a particular surgical technique or material to be used that prevented any of the allocated interventions being used, if they had more than one previous caesarean section, or if they had already been recruited into the trial."" <- only healthy pregnant women with very low risks","NA","couldn't find info","NA","couldn't find info","NA","couldn't find info","NA","couldn't find info","NA","couldn't find info","5","one 6-week follow up","5","""composite of death, maternal infectious morbidity, further operative procedures, or blood transfusion (>1 unit)""","2","no mention of ITT, ""women were analysed in the groups into which they were allocated""","PragQoL"
