"pragmeta_trial_id";"Author";"DOI";"Title";"Rater";"Eligibility";"Quote_comment_Eligibility";"Recruitment";"Quote_comment_Recruitment";"Setting";"Quote_comment_Setting";"Organisation";"Quote_comment_Organisation";"Flexibility_del";"Quote_comment_Flexibility_del";"Flexibility_adh";"Quote_comment_Flexibility_adh";"FU";"Quote_comment_FU";"Primary_out";"Quote_comment_Prim_out";"Primary_anal";"Quote_comment_Primary_anal";"module"
686;"Papeix, Caroline; Gambotti, Laetitia; Assouad, Rana; Ewenczyck, Claire; Tanguy, Marie-Laure; Pineau, Fanny; Houis, Marie-Claire; Mazevet, Dominique; Maillart, Elisabeth; Lubetzki, Catherine";"10.1177/2055217315608864";"Evaluation of an integrated multidisciplinary approach in multiple sclerosis care: A prospective, randomized, controlled study.";"Kinga";5;"inclusion criteria very similar to usual care";5;"recruted from usual care";1;"only one outpatient clinic";4;"not namy more specialists than usual";"5";"independent evaluation";NA;"";5;"only 3 visits, no unscheduled visits";5;"impact on qualty of life";5;"intention-to-treat and ITT below 10%";"PragMS"
687;"Paul, Lorna; Coulter, Elaine H; Miller, Linda; McFadyen, Angus; Dorfman, Joe; Mattison, Paul George G";"10.1177/0269215514527995";"Web-based physiotherapy for people moderately affected with Multiple Sclerosis; quantitative and qualitative data from a randomized, controlled pilot study.";"Julian";2;"To be included in the study participants were required to have a confirmed diagnosis of MS, an Expanded Disability Status Score of between 5 and 6.5,13 stable drug therapy for 30 days, no relapses in the previous three months, no significant co-morbidities such as coexisting cardiac or pulmonary condition and have access to the internet via personal or tablet computer.";5;"From usual care: Letters were sent to 138 patients from the Multiple Sclerosis Service database, thought to be suitable for the study, inviting them to participate. Of those 37 people expressed an interest in taking part.";5;"Single rehabilitation centre and participants homes.";5;"Efforts made are related to the intervention";"4";"Online exercise diaries were monitored; participants were telephoned weekly by the physiotherapist and exercise programmes altered remotely by the physiotherapist as required.";4;"To assess compliance the number of times participants logged into the website each week was recorded.";3;"Outcome measures were recorded at baseline and at the end of the intervention period (week 13).";5;"The primary outcome measure, the timed 25 foot walk,14 has good reliability and validity in the MS population. The time taken to walk 25ft was recorded with a stop watch and a mean of two walks recorded. ";3;"Assuming that analysed as randomised.";"PragMS"
687;"Paul, Lorna; Coulter, Elaine H; Miller, Linda; McFadyen, Angus; Dorfman, Joe; Mattison, Paul George G";"10.1177/0269215514527995";"Web-based physiotherapy for people moderately affected with Multiple Sclerosis; quantitative and qualitative data from a randomized, controlled pilot study.";"Perrine";2;"very narrow eligibility criteria, Expanded Disability Status Score of between 5 and 6.5 and no significant co-morbidities
such as coexisting cardiac or pulmonary condition";NA;"";NA;"";NA;"";"";"";NA;"";NA;"";NA;"";NA;"";"PragMS"
688;"Pozzilli, C; Brunetti, M; Amicosante, A M V; Gasperini, C; Ristori, G; Palmisano, L; Battaglia, M";"10.1136/jnnp.73.3.250";"Home based management in multiple sclerosis: results of a randomised controlled trial.";"Julian";5;"To be eligible, all patients screened for study participation had to be affected by clinically definite multiple sclerosis and live in the Rome service area.";5;"Patients were recruited from the multiple sclerosis centre of the neurological department of La Sapienza University, or from other institutional centres for multiple sclerosis in Rome.";5;"Patients were recruited from the multiple sclerosis centre of the neurological department of La Sapienza University, or from other institutional centres for multiple sclerosis in Rome.";3;"The type of care was more than is normally available in the community through National Health Service care. It consisted of observation, administration of intravenous drugs, nursing care, rehabilitation of the patients in their home, patient and caregiver education, psychological support, and the services of the social secretariat.";"5";"The multidisciplinary team collaborated with the patient, physician, and caregiver in designing individualised clinical care and in coordinating home services as appropriate for the individual patient.";3;"No reported special measures to enforce engagement or compliance";4;"At the end of a one year follow up period, all patients underwent the same comprehensive interview as at baseline.";5;"They were assessed at baseline and one year after randomisation with validated measures of physical and psychological impairment and quality of life (SF-36 health survey).";5;"ITT, see figure 2, number on participants similar to baseline";"PragMS"
688;"Pozzilli, C; Brunetti, M; Amicosante, A M V; Gasperini, C; Ristori, G; Palmisano, L; Battaglia, M";"10.1136/jnnp.73.3.250";"Home based management in multiple sclerosis: results of a randomised controlled trial.";"Kinga";4;"participans need to live in Rome";NA;"do not know how many and only in Rome";3;"home based or hospital based but from very restrictive area (Rome does not represent the whole country)";1;"multidisciplinary team (more people and more resources)";"5";"individualized clinical care";4;"phone calls to measure, no excluding patiens from the study etc.";1;"more follow-ups than usual; posibility to call Mon-Fr 9-5 and home visits";1;"effectiveness and cost-effectiveness home based vs hospital care";NA;"nothing about: intention-to-treat, per protocol analysis, only 10% drop-out ";"PragMS"
689;"Renfrew, Linda Miller; Paul, Lorna; McFadyen, Angus; Rafferty, Danny; Moseley, Owen; Lord, Anna C; Bowers, Roy; Mattison, Paul";"10.1177/0269215519842254";"The clinical- and cost-effectiveness of functional electrical stimulation and ankle-foot orthoses for foot drop in Multiple Sclerosis: a multicentre randomized trial.";"Julian";4;"Not clear why no ""previously used functional
electrical stimulation""

Participants required to have; a clinical diagnosis of Multiple Sclerosis, persistent
foot drop (lasting a minimum of 3 months) observed during a 5-minute walk test,
stable disease (no change in the Extended Disability Status Score12 or relapse in
44
45
46 previous 3 months), 5° of passive dorsiflexion, and tolerance of functional electrical
47 stimulation. Participants were excluded if they had; previously used functional
48 electrical stimulation or an ankle-foot orthosis for foot drop, moderate to severe
49 cognitive impairment (scored < 26, Montreal Cognitive Assessment13), foot drop due to other disorders, other conditions significantly affecting gait, contraindications to
functional electrical stimulation, marked proximal weakness, plantar flexor spasticity,
stance phase instability or severe lower limb/ trunk ataxia affecting gait.";5;"Potential participants known to Multiple Sclerosis healthcare practitioners working
39 across seven out-patient centres in Scotland; Ayrshire & Arran, Greater Glasgow &
Clyde, Dumfries and Galloway, Lanarkshire, Lothian, Fife and Tayside, were
informed of the study and issued with a participant information sheet. Potential
40
41
42 participants contacted the researchers if they were interested in participating.";3;"No detailed information, assuming the trial took place in the out-patient centres and at home:

Five participants
170 withdrew between the screening and assessment visit.

Participants in both groups were instructed to gradually increase the wear of their devices over the first few 6 weeks.

Potential participants known to Multiple Sclerosis healthcare practitioners working
39 across seven out-patient centres in Scotland; Ayrshire & Arran, Greater Glasgow &
Clyde, Dumfries and Galloway, Lanarkshire, Lothian, Fife and Tayside, were
informed of the study and issued with a participant information sheet.";5;"Not going beyond intervention features: 

Participants randomised to the usual care group were fitted with a custom-made,
105 solid, ankle-foot orthosis by an orthotist, within four weeks of their initial assessment.
106 The recommendations made by the Best Practice Statement for ankle-foot orthoses
107 following stroke were applied.27 The orthoses were made with 5mm homopolymer
108 polypropylene, trim lines were anterior to the malleoli and reinforcements added to
109 the ankle section as required. The angle of the tibia was inclined forward,
110 approximately 10° to vertical and each orthosis was tuned by the addition or
111 removal of small heel wedges.
112
113 Participants randomised to the functional electrical stimulation group were assessed
114 and fitted with an Odstock Dropped Foot Stimulator Pace (OML, Salisbury) device by
115 a physiotherapist experienced in functional electrical stimulation (AL). Wired heel
116 switches and a stimulation frequency of 40Hz were applied. Electrode position, pulse
117 width, waveform and ramping parameters were adjusted for each participant in order
to achieve a comfortable and efficient muscle contraction. The current amplitude
ranged from 7 to 72mA (mean=40mA). Participants in both groups were instructed to
118
119
120 gradually increase the wear of their devices over the first few 6 weeks.";"3";NA;3;"No special measures to enforce engagement or compliance";3;"Outcome measures were administered by two unblinded assessors (RH and AL) at
63 baseline (0), 3, 6 and 12 months, except for the Psychological Impact of Assistive
64 Devices Score15 which was administered at twelve months only.";5;"walking speed as measured by the 5-minute self-selected walk test.";5;"A Restricted Maximum
136
137 Likelihood approach to fitting mixed models was employed to allow intention to treat
138 assumptions to cope with missing data.";"PragMS"
689;"Renfrew, Linda Miller; Paul, Lorna; McFadyen, Angus; Rafferty, Danny; Moseley, Owen; Lord, Anna C; Bowers, Roy; Mattison, Paul";"10.1177/0269215519842254";"The clinical- and cost-effectiveness of functional electrical stimulation and ankle-foot orthoses for foot drop in Multiple Sclerosis: a multicentre randomized trial.";"Kinga";2;"excluding people who would not adhere properly ( moderate cognitive impairment), excluding people with other conditions and who used previously functional electrical stimulation or orthosis for the foot drop   ";5;"recruited in outpatients clinics, no ads, no extras ";5;"7 different outpatient clinics";NA;"";"1";"protocol (direction how to perform the intervention, no wiggle-room), and additional intervention (oxygen cost of walking)";NA;"";5;"3 times follow-up (standard of care)";1;"cost-utility - not relevant ";4;"intention-to-treat for missing data and <15% attrition but nothing about the method to address missing data (only restricted maximum likelihood ration approach) ";"PragMS"
1568;"Riemenschneider, M.; Hvid, L. G.; Ringgaard, S.; Nygaard, M. K.E.; Eskildsen, S. F.; Gaemelke, T.; Magyari, M.; Jensen, H. B.; Nielsen, H. H.; Kant, M.; Falah, M.; Petersen, T.; Stenager, E.; Dalgas, U.";"10.1177/13524585221079200";"Investigating the potential disease-modifying and neuroprotective efficacy of exercise therapy early in the disease course of multiple sclerosis: The Early Multiple Sclerosis Exercise Study (EMSES)";"Julian";4;"Inclusion criteria were (1) 1860? years of age, (2) ?2?years since clinical diagnosis with relapsing remitting MS (RRMS) and (3) no relapses or changes in medication status 8?weeks prior to inclusion.";NA;"Patients (n?=?84) were recruited in collaboration with six Danish regional MS clinics and The Danish MS Society.";5;"multi-center";NA;"no information on resources";"5";"Supervised exercise therapy group
The supervised exercise sessions were performed twice weekly for the full study period of 48?weeks, and was planned on the basis of four principles (adapted from Stathopoulos and Felson Duchan)13: (1) individual tailoring, (2) application of exercise types matching the goal of the intervention, (3) progressive overload and (4) sufficient intensity to induce the desired effects of the intervention.";3;"Downgraded because of adherence measurements took place: Patients in the supervised exercise group completed 90.0 (8.6)% of the planned sessions at an average intensity of 84.4 (3.0)% HRmax (for comparison, the planned average intensity was 76.2% HRmax).";3;"downgraded because of mri assessments for all patients";3;"downgraded because of co-primary outcome: The relapse rate and the global brain atrophy rate were the primary outcomes of this study.";5;" ITT and <10% attrition";"PragMS"
1568;"Riemenschneider, M.; Hvid, L. G.; Ringgaard, S.; Nygaard, M. K.E.; Eskildsen, S. F.; Gaemelke, T.; Magyari, M.; Jensen, H. B.; Nielsen, H. H.; Kant, M.; Falah, M.; Petersen, T.; Stenager, E.; Dalgas, U.";"10.1177/13524585221079200";"Investigating the potential disease-modifying and neuroprotective efficacy of exercise therapy early in the disease course of multiple sclerosis: The Early Multiple Sclerosis Exercise Study (EMSES)";"Vy";4;"""Specifically, patients have to fulfil the following: (1) 1860 years of age, (2) ?2 years since clinical diagnosis with relapsing remitting MS and (3) no relapses or changes in medication ?8 weeks prior to inclusion. Patients will be excluded if they: (1) are pregnant, or (2) have comorbidities or other issues thought to hinder participation in high intensity exercise activities."" Downgrade to 4 because the last criterion of the exclusion is vague and seems to only want healthy participants.";4;"""Patients with MS will be recruited via six Danish regional MS clinics (Aarhus University Hospital, Odense University Hospital, Clinics of Southern Denmark (Sønderborg, Esbjerg, Kolding), and Hospital Unit of Western Denmark), or via social media groups and events related to the Danish MS Society."" Downgrade because trialists used sovial media groups and events for recruitment.";4;"""As patients are recruited from six MS clinics at hospitals throughout cities in the western part of Denmark, six training sites will be established in or near these same cities (ie, near each of the six recruiting MS clinics), in an attempt to facilitate adherence to the exercise intervention. Four of these training sites will be in facilities of four different physiotherapy schools, while two are in facilities of Sports Sciences at two Universities."" multiple sites throughout the the western region...near clinics to facilitate adherence, thus downgrade to 4";3;"""After careful instruction from the [three] study exercise physiologists, the training sessions are delivered and supervised by exercise physiology students, physiotherapy students or medical students. In addition to their educational background, all training supervisors are trained in delivering the specific exercise intervention and are provided oral and written safety instructions on exercise and MS (ie, Uhthoffs phenomenon and thermoregulation, and procedures in case of adverse events)."" 
For the control group, ""All sessions are delivered by the same study employee (MR)..."" 
Big contrast in terms of the number of people providing the intervention compared to the control group; more healthcare or other professionals were available to deliver the intervention over; training supervisors received additional training
and above the levels available in usual care";"3";"Since the intervention is a set of exercises with moderate to high intensity efforts, it seems that the instruction on delivering the intervention is highly specified. On top of that, ""After careful instruction from the study exercise physiologists, the training sessions are delivered and supervised by exercise physiology students, physiotherapy students or medical students. In addition to their educational background, all training supervisors are trained in delivering the specific exercise intervention and are provided oral and written safety instructions on exercise and MS...never with a patient-supervisor ratio exceeding 4:1.""";2;"""six training sites will be established in or near these same cities (ie, near each of the six recruiting MS clinics), in an attempt to facilitate adherence to the exercise intervention."" ""The purpose of providing health educational sessions were primarily to facilitate adherence in the control group...""
""To report on the adherence to the exercise therapy programme the following data are registered by the training supervisor at each exercise session: (1) if the training is attended and completed, (2) exercise modalities, (3) duration of the session, (4) peak HR, (5) average HR for the total session, (6) HR at the last minute of each exercise bout to calculate the average exercising HR (without rest periods).""
""In case of low adherence to the supervised exercise intervention, a subanalysis will be performed per-protocol, excluding patients with adherence lower than 80%."" <- isn't this to say ""we want full to high adherence and would do everything to increase adherence higher than 80%""??? very experimental study
Exclusion criterion, ""...have comorbidities or other issues thought to hinder participation in high intensity exercise activities."" implying the desire to have high adherence?";4;"2 follow-ups and spaced 24 weeks apart; downgrade for structural and diffusion-kurtosis MRI at each follow-up, does not sound like a usual standard follow-up";4;"""The relapse rate and the global brain atrophy rate were the primary outcomes of this study""; the global brain atrophy rate does not sound completely patient relevant but more relevant to researchers";5;"ITT, including all patients";"PragMS"
690;"Solari, Alessandra; Giordano, Andrea; Patti, Francesco; Grasso, Maria Grazia; Confalonieri, Paolo; Palmisano, Lucia; Ponzio, Michela; Borreani, Claudia; Rosato, Rosalba; Veronese, Simone; Zaratin, Paola; Battaglia, Mario Alberto; PeNSAMI Project";"10.1177/1352458517704078";"Randomized controlled trial of a home-based palliative approach for people with severe multiple sclerosis.";"Julian";5;"Participants were non-institutionalized
MS,1,13
adults (age???18?years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive
Expanded Disability Status Scale (EDSS) score???8.0,14 complex symptoms,15 and ?2?unmet care needs.16 The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient except for patients with severe cognitive compromise.";NA;"-";NA;"-";3;"Based on the principles of PC,17 each center had a HPA team consisting of a physician (neurologist or physiatrist), a nurse (case manager and team leader), a psychologist, and a social worker. Nurses of the Milan and Rome centers had degrees and worked full time in PC; the Catania nurse attended a week-long individual training course. Prior to study start, all team members were trained in the HPA intervention; 3 and 6?months after trial initiation they met again to share experiences, fine-tune the protocol, and discuss difficult cases.";"";"-";NA;"-";3;"Intensive assessments at visits 1-3: A blind examiner assessed
dyads at baseline, 3?months, and 6?months.";5;"The pre-specified primary endpoints were changes in patient quality of life (SEIQoL-DW) and symptom burden (PC Outcome Scale-Symptoms-MS, POS-S-MS).";5;"ITT and <10% attrition (with or without methods to address missing data): 5

All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group).";"PragMS"
690;"Solari, Alessandra; Giordano, Andrea; Patti, Francesco; Grasso, Maria Grazia; Confalonieri, Paolo; Palmisano, Lucia; Ponzio, Michela; Borreani, Claudia; Rosato, Rosalba; Veronese, Simone; Zaratin, Paola; Battaglia, Mario Alberto; PeNSAMI Project";"10.1177/1352458517704078";"Randomized controlled trial of a home-based palliative approach for people with severe multiple sclerosis.";"Vy";4;"no mention of exclusion criteria.
 ""The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient..."" <- this could be an exclusion if the carer isn't a family member ";NA;"no mention of how recruitment was done, trial protocol also doesn't mention how it's done, only stated that ""participants are being recruited from the three participating centers""

https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-015-0695-0#Sec3

trial was conducted in 3 locations: Milan, Rome, and Catania";4;"although only 3 centers, they are in different areas of the country";4;"""the Catania nurse attended a week-long individual training course""

healthcare providers for usual care group are not different in profession compared to the intervention group";"5";"";NA;"""Home visits by one or more team members will take place at least twice a month in the first trimester, and as needed thereafter. Which professionals attend for home visits depends on the intensity of care and the type of symptoms (for example physician for pain management, nurse for bed sore treatment)"" <- from study protocol; no mention if participants had the option to skip a visit if they did not want to be visited in the first trimester; no measure of adherence mentioned";5;"follow-up at month 3 and 6; not frequent";5;"";4;"""All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group)""";"PragMS"
1569;"Straudi, S.; De,Marco,G; Martinuzzi, C.; Baroni, A.; Lamberti, N.; Brondi, L.; Da,Roit,M; Pizzongolo, L. D.M.; Basaglia, N.; Manfredini, F.";"10.1016/j.msard.2022.103721";"Combining a supervised and home-based task-oriented circuit training improves walking endurance in patients with multiple sclerosis. The MS_TOCT randomized-controlled trial";"Julian";5;"Justified: The inclusion criteria were: males and females; age 18 to 70; diagnosis of MS (primary or secondary progressive, relapsing-remitting), without relapses in the preceding three months and an Expanded Disability Status Scale (EDSS) score between 4 and 5.5. This criteria reflects the inclusion of PwMS with an unassisted but limited walking competency (100500 m). The exclusion criteria were: other conditions that may affect motor function, impaired cognitive functioning that interferes with the acquisition of the consent to the study";5;"Patients have been recruited at Ferrara University Hospital from patients who attend the Rehabilitation Outpatient Clinic for gait rehabilitation.";4;"single specialized center";4;"not many extra resources: TOCT includes six workstations with five levels of complexity (step, slalom, tandem exercise, goals, obstacles, long step). PwMS exercised for 5 min in each one (3 min of activities and 2 min of rest). A full description of exercise protocol is available elsewhere (Straudi et al., 2014). They were encouraged to increase their level of functioning among sessions. They underwent two laps during each session that take about 60 min (6 workstations x 5 min x 2 laps), with 10 min of rest after each lap. In addition, the walking practice was trained by 30 min walking on the treadmill, including rests if necessary. During TOCT, they received feedback (visual and auditory) from the physiotherapist. One session included up to three patients and lasted 120 min, five days/week for two weeks. After the supervised two weeks (Phase 1), a tailored home-based TOCT program was delivered to subjects so that they can independently train for the following 12 weeks (Phase 2). The investigators provided an illustrated brochure and the training material (i.e. stepper, stop-watch, small obstacles).
At home, we recommended 60-minute sessions three times/week. The home-based program includes overground walking practice and exercises with similar modalities and difficulty as learnt during Phase 1. Patients recorded the frequency and duration of the training in a precompiled logbook. Patients were given the contact number of the hospital to contact if they needed it. Home-based adherence was monitored using a Visual Analog Scale during each monthly visit. Moreover, the accuracy and the number of repetitions achieved for each exercise were assessed to provide further feedback and adapt the program to the subjects skills. Indeed, the difficulty of the activities was modified in the case in which the patients improved.";"5";"phase 1: protocol but rests if necessary: They were encouraged to increase their level of functioning among sessions. They underwent two laps during each session that take about 60 min (6 workstations x 5 min x 2 laps), with 10 min of rest after each lap. In addition, the walking practice was trained by 30 min walking on the treadmill, including rests if necessary.

tailored home-based TOCT program was delivered to subjects so that they can independently train for the following 12 weeks (Phase 2)..... Indeed, the difficulty of the activities was modified in the case in which the patients improved.";3;"Home-based adherence was monitored using a Visual Analog Scale during each monthly visit. Moreover, the accuracy and the number of repetitions achieved for each exercise were assessed to provide further feedback and adapt the program to the subjects skills.";4;"Intensive fu assessments";5;"The primary outcome measure was the 6-minute walking test (6MWT) for walking endurance";5;"An intention-to-treat analysis was carried out on all outcome measures, handling missing data (n = 2 at T1, n = 7 at T2) with the last observation carried forward approach";"PragMS"
1569;"Straudi, S.; De,Marco,G; Martinuzzi, C.; Baroni, A.; Lamberti, N.; Brondi, L.; Da,Roit,M; Pizzongolo, L. D.M.; Basaglia, N.; Manfredini, F.";"10.1016/j.msard.2022.103721";"Combining a supervised and home-based task-oriented circuit training improves walking endurance in patients with multiple sclerosis. The MS_TOCT randomized-controlled trial";"Vy";5;"""The inclusion criteria were: males and females; age 18 to 70; diagnosis of MS (primary or secondary progressive, relapsing-remitting), without relapses in the preceding three months and an Expanded Disability Status Scale (EDSS) score between 4 and 5.5.The exclusion criteria were: other conditions that may affect motor function, impaired cognitive functioning that interferes with the acquisition of the consent to the study."" reasonable inclusion and exclusion criteria ";5;"""Patients have been recruited at Ferrara University Hospital from patients who attend the Rehabilitation Outpatient Clinic for gait rehabilitation. They signed 
informed consent before any evaluation or treatment."" no extra effort.";5;"home-based program for 12 weeks after 2 weeks under supervision of a physiotherapist; a score of 3 if the usual care is no specific rehab treatment, ""The control group did not receive specific rehabilitation treatment for gait performance and mobility (usual care).""";5;"no mention of staff except for the physiotherapist providing feedback during Phase 1; the intervention is delivered at home, ""The investigators provided an illustrated brochure and the training material (i.e. stepper, stop-watch, small obstacles).""";"4";"home-based program with equipment and illustrated brochure provided. Downgrade because ""accuracy and the number of repetitions achieved for each exercise were assessed to provide further feedback and adapt the program to the subjects skills."" ";3;"""Patients recorded the frequency and duration of the training in a pre compiled logbook.Home-based adherence was monitored using a Visual Analog Scale during each monthly visit."" ";NA;"12-weeks follow-up, that's a long follow-up period, very little information about what happens during each follow-up session and where it takes place";5;"""The primary outcome measure was the 6-minute walking test (6MWT) for walking endurance"" patient-focus outcome";5;"modified ITT; ""An intention-to-treat analysis was carried out on all outcome measures, handling missing data (n = 2 at T1, n = 7 at T2) with the last observation carried forward approach.""";"PragMS"
1567;"Stuifbergen, Alexa K; Becker, Heather; Perez, Francisco; Morrison, Janet; Brown, Adama; Kullberg, Vicki; Zhang, Wenhui";"10.1016/j.dhjo.2018.02.001";"Computer-assisted cognitive rehabilitation in persons with multiple sclerosis: Results of a multi-site randomized controlled trial with six month follow-up.";"Julian";5;"eligibility criteria (1860 years of age, able to understand and comply with the study protocol, visual acuity with correction sufficient to work on a computer screen, clinically definite MS for at least 6 months and exacerbation free for 90 days). The Perceived Deficits Questionnaire was administered by phone, and those scoring at least 10 (indicating some problems in at least 5 areas) were eligible to participate.";3;"recr. efforts: recruited from three large metropolitan communities in Texas: Houston, San Antonio and Dallas... via physician referral, targeted mailings to persons with MS on the mailing list of the National MS Society, contact with support groups, and notices in MS newsletters and web sites";5;"multicenter: three large metropolitan communities in Texas";5;"seems no additional efforts: Group componentThe first four sessions focused on common cognitive problems experienced with MS (attention and processing speed, memory and language, visuospatial and executive functioning) and development of relevant compensatory strategies. The final four sessions focused on lifestyle behaviors to support cognitive functioning, including managing fatigue and stress and increasing physical activity. Process aspects of the intervention focused on building self-efficacy for maximizing cognitive functioning through verbal persuasion, performance accomplishment of new behaviors and role modeling.35 Detailed intervention materials are available from the first author.
Computer protocolFollowing a successful pilot, the PIs contracted with Lumos Labs for use of components of the Lumosity program to reduce MS-specific deficits. The Lumosity program delivers interactive programs that run directly in standard web browsers and is designed to adapt to the individual user and offers novel, engaging, and challenging tasks within an integrated, hierarchical structure.23 The facilitator prescribed exercises from a study-specific protocol addressing the most common deficits experienced by persons with MS (attention, memory, flexibility, and problem solving). The games/tasks (see Table 1) were arranged so that the most basic cognitive skills (attention) were addressed first. Each participant was asked to complete 3 sessions (4560 min of training) a day three times a week, (approximately 45 games) and to keep a written log of practice time. The researchers monitored exercise practice and completion.";"";"";3;"downgraded because adherence was measured: Overall, participation in the intervention was high. The mean number of classes attended was 6.4 (SD = 2.3, range 08) for those randomized to the MAPSS-MS group. Although individuals varied their computer training time from week to week, 68% met or exceeded the total time prescribed over the 8-week intervention. About half met or exceeded the goal each week. By contrast, 41 of the 90 comparison group participants reported time spent on MyBrain game, ranging from an average of 10 min per week to 370 min; half listed 45 min or less per week.";3;"Downgraded because of intensive and frequent testing procedures";5;"primary outcome of
overall neurocognitive competence in activities of daily living (verbal memory performance, use of cognitive strategies and performance on cognitive-related IADLs).";5;"ITT and <25% attrition WITH appropriate methods to address missing data (i.e. multiple
imputation, covariate adjustment): 4

For the current study, we employed intention-to-treat strategies to handle missing data using a last observation carried forward (LOCF) strategy in which missing data points are imputed based on the participants existing data.";"PragMS"
1567;"Stuifbergen, Alexa K; Becker, Heather; Perez, Francisco; Morrison, Janet; Brown, Adama; Kullberg, Vicki; Zhang, Wenhui";"10.1016/j.dhjo.2018.02.001";"Computer-assisted cognitive rehabilitation in persons with multiple sclerosis: Results of a multi-site randomized controlled trial with six month follow-up.";"Vy";5;"""eligibility criteria (1860 years of age, able to understand and comply with the study protocol, visual acuity with correction sufficient to work on a computer screen, clinically definite MS for at least 6 months and exacerbation free for 90 days). The Perceived Deficits Questionnaire was administered by phone, and those scoring at least 10 (indicating some problems in at least 5 areas) were eligible to participate."" reasonable list of criteria";3;"""recruited from three large metropolitan communities in Texas: Houston, San Antonio and Dallas... via physician referral, targeted mailings to persons with MS on the mailing list of the National MS Society, contact with support groups, and notices in MS newsletters and web sites."" extensive effort to recruit participants";5;"3 sites for group sessions and home for computer training program";3;"""neuropsychological assistants, trained in the study protocol and supervised by a neuropsychologist consultant to the study, administered the tests at each site""; ""To promote consistency in testing and intervention delivery, the researchers trained neuropsychological testers and facilitators at each site in the study procedures. A booster session was held with facilitators approximately one year after they had begun conducting groups to reinforce key components of the intervention. In addition, the facilitators audio-recorded their group sessions, and the second author listened to a sample of these tapes to determine that the intervention was being delivered as intended."" a lot of training and extra steps involved in prepapring staff on delivering the intervention and ensuring quality.";"3";"unlikely to deliver since the requirement is to have a computer at home for the computer-based component ";3;"for the treatment arm: ""Each participant was asked to complete 3 sessions (4560 min of training) a day three times a  week, (approximately 45 games) and to keep a written log of practice time. The researchers monitored exercise practice and completion.""
for the control arm: ""Participants were asked to keep a log of any practice time. These participants also received weekly check-in calls from research staff during the 8 weeks of the intervention period."" high adherence requirement for both arms";NA;"""6 months of follow-up"" is a long period of time, no further information provided ";5;"patient-focus outcomes: ""the primary outcome of overall neurocognitive competence in activities of daily living (verbal memory performance, use of cognitive strategies and performance on cognitive-related IADLs, instrumental activities of daily living)""";5;"""we employed intention-to-treat strategies to handle missing data using a last observation carried forward (LOCF) strategy in which missing data points are imputed based on the participants existing data. When data were found to be missing, the value was carried forward for all remaining points. Therefore, the results presented include data for all participants at each of the four time points.""";"PragMS"
