publication_id,tool,quote,best_match_source,best_match,similarity
690,PRECIS-2,"After a comprehensive assessment of the dyad needs based on direct observation and on visit 1 information (available via the eCRF), the HPA team defined the contents of the intervention, involving the dyad and the patient caring physician (the intervention was not intended to replace existing services).",fulltext,"After a comprehensive assessment of the dyad needs based on direct observation and on visit 1 information (available via the eCRF), the HPA team defined the contents of the intervention, involving the dyad and the patient caring physician (the intervention was not intended to replace existing services).",100.0
690,PRECIS-2,"The team was not on call for dyads: in the event of emergencies, dyads contacted the patient caring physician or emergency medical services.",fulltext,"The team was not on call for dyads: in the event of emergencies, dyads contacted the patient caring physician or emergency medical services.",100.0
690,PRECIS-2,"All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group).",fulltext,"All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group).",100.0
690,PRECIS-2,"Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive MS, Expanded Disability Status Scale (EDSS) score ⩾ 8.0, complex symptoms, and ⩾2 unmet care needs.",fulltext,"Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive MS, 1,13 Expanded Disability Status Scale (EDSS) score ⩾ 8.0, 14 complex symptoms, 15 and ⩾2 unmet care needs.",100.0
690,PRECIS-2,"Primary outcome measures were Palliative care Outcome Scale-Symptoms-MS (POS-S-MS) and Schedule for the Evaluation of Individual Quality of Life-Direct Weighting (SEIQoL-DW, not assessed in severely cognitively compromised patients).",fulltext,"Primary outcome measures were Palliative care Outcome Scale-Symptoms-MS (POS-S-MS) and Schedule for the Evaluation of Individual Quality of Life-Direct Weighting (SEIQoL-DW, not assessed in severely cognitively compromised patients).",100.0
690,PRECIS-2,"A blind examiner assessed dyads at baseline, 3 months, and 6 months.",fulltext,"A blind examiner assessed dyads at baseline, 3 months, and 6 months.",100.0
690,PRECIS-2,"In this randomized, examiner-blind, controlled study, we recruited patients from three Italian centers.",fulltext,"In this randomized, examiner-blind, controlled study, we recruited patients from three Italian centers.",100.0
694,PRECIS-2,"Examinations and questionnaires were completed prior to the first hippotherapy session (baseline), after 6–7 weeks (interim assessment) and after 12 weeks (final assessment).",fulltext,"Examinations and questionnaires were completed prior to the first hippotherapy session (baseline), after 6–7 weeks (interim assessment) and after 12 weeks (final assessment).",100.0
694,PRECIS-2,"Between September 2013 and March 2014, 70 patients with stable MS (57 females, 13 males, median age: 51 years) were randomly assigned to intervention (32 patients) and control (38 patients).",fulltext,"Between September 2013 and March 2014, 70 patients with stable MS (57 females, 13 males, median age: 51 years) were randomly assigned to intervention (32 patients) and control (38 patients).",100.0
694,PRECIS-2,The primary endpoint was the change in the Berg Balance Scale (BBS) after 12 weeks.,fulltext," Primary outcome was the change in the Berg Balance Scale (BBS) after 12 weeks,",89.1566265060241
694,PRECIS-2,"Patients who had received hippotherapy within the last 12 months, a body weight over 90 kg, no balance while sitting, and acute exacerbation during the 4-week period before start of the therapy were excluded.",fulltext,"Patients who had received hippotherapy within the last 12 months, a body weight over 90 kg, no balance while sitting, and acute exacerbation during the 4-week period before start of the therapy were excluded.",100.0
694,PRECIS-2,MS patients older than 18 years who had a confirmed MS with spasticity of the lower limbs and an Expanded Disability Status Scale (EDSS) score between 4 and 6.5 were eligible for inclusion.,fulltext,MS patients older than 18 years who had a confirmed MS with spasticity of the lower limbs and an Expanded Disability Status Scale (EDSS) 9 score between 4 and 6.5 were eligible for inclusion.,100.0
694,PRECIS-2,Analyses were based on the modified intention-to-treat set (modified ITT). This set encompasses all randomized patients with valid baseline assessment.,fulltext, Analyses were based on the modified intention-totreat set (modified ITT). This set encompasses all randomized patients with valid baseline assessment,98.67549668874173
694,PRECIS-2,"Patients of the intervention group received hippotherapy (as defined by the regulations for hippotherapy of the Deutsches Kuratorium für Therapeutisches Reiten e.V. (DKThR)) once a week for 12 weeks as an add-on therapy to their standard care, which remained unchanged.",fulltext,"Patients of the intervention group received hippotherapy (as defined by the regulations for hippotherapy of the Deutsches Kuratorium für Therapeutisches Reiten e.V. (DKThR)) 8 once a week for 12 weeks as an addon therapy to their standard care, which remained unchanged.",99.62825278810409
694,PRECIS-2,"Over the study period, symptomatic drug treatment, immunotherapy, and physiotherapy were kept unchanged in both groups.",fulltext,"Over the study period, symptomatic drug treatment, immunotherapy, and physiotherapy were kept unchanged in both groups.",100.0
694,PRECIS-2,"The study was conducted at five sites in Germany, all of which have hippotherapy experience as stipulated by the rules of the German Consortium for Therapeutic Riding.",fulltext,"The study was conducted at five sites in Germany, all of which have hippotherapy experience as stipulated by the rules of the German Consortium for Therapeutic Riding.",100.0
705,PRECIS-2,"At the start of the program, more time was allocated to classroom education, but as the program progressed, more time was spent on group-based exercise.",fulltext,"At the start of the program, more time was allocated to classroom education, but as the program progressed, more time was spent on group-based exercise.",100.0
705,PRECIS-2,"For 12 wk (Hockey FIT active phase or control), there were no serious adverse events reported. Participants reporting any adverse event were numerically higher for intervention (11 (27.5%)) compared with those in the comparator group (1 (2.5%)); however, most adverse events (11/12) were musculoskeletal and only 2 (5%) were considered possibly or definitely related to the intervention.",fulltext,"For 12 wk (Hockey FIT active phase or control), there were no serious adverse events reported. Participants reporting any adverse event were numerically higher for intervention (11 (27.5%)) compared with those in the comparator group (1 (2.5%)); however, most adverse events (11/12) were musculoskeletal and only 2 (5%) were considered possibly or definitely related to the intervention.",100.0
705,PRECIS-2,We analyzed outcome data to examine the potential effectiveness of the Hockey FIT program on the basis of an intent-to-treat approach.,fulltext,We analyzed outcome data to examine the potential effectiveness of the Hockey FIT program on the basis of an intent-to-treat approach.,100.0
705,PRECIS-2,The planned primary outcome for the definitive trial was the difference between groups in mean weight loss (kg) and percentage weight change from baseline to 12 wk.,fulltext,The planned primary outcome for the definitive trial was the difference between groups in mean weight loss (kg) and percentage weight change from baseline to 12 wk.,100.0
705,PRECIS-2,"Eligible participants were male 35–65 yr old with a BMI of Q28 kgIm j2 and met PA safety requirements (i.e., no risk indicated by the Physical Activity Readiness Questionnaire [36] or clearance from a health care provider).",fulltext,"Eligible participants were male 35–65 yr old with a BMI of Q28 kgIm j2 and met PA safety requirements (i.e., no risk indicated by the Physical Activity Readiness Questionnaire [36] or clearance from a health care provider).",100.0
705,PRECIS-2,"In addition to the weekly in-person sessions, participants took part in an incremental pedometer-based walking program and they both set and tracked lifestyle prescriptions for PA (steps), exercise, and healthy eating.",fulltext,"In addition to the weekly in-person sessions, participants took part in an incremental pedometer-based walking program and they both set and tracked lifestyle prescriptions for PA (steps), exercise, and healthy eating.",100.0
705,PRECIS-2,"The Hockey FIT pro- gram was delivered over 12 weekly, 90-min sessions by Hockey FIT coaches (coach to participant ratio 2:20) from the central research team.",fulltext,"The Hockey FIT pro- gram was delivered over 12 weekly, 90-min sessions by Hockey FIT coaches (coach to participant ratio 2:20) from the central research team.",100.0
705,PRECIS-2,"At 12 wk, the intervention group lost 3.6 kg (95% confidence interval, j5.26 to j1.90 kg) more than the comparator group (P G 0.001) and maintained this weight loss to 12 months.",fulltext,"At 12 wk, the intervention group lost 3.6 kg (95% confidence interval, j5.26 to j1.90 kg) more than the comparator group (P G 0.001) and maintained this weight loss to 12 months.",100.0
705,PRECIS-2,We ran an additional linear mixed-effects model within the intervention group only to obtain exploratory estimates for mean change from baseline to 12 months.,fulltext,We ran an additional linear mixed-effects model within the intervention group only to obtain exploratory estimates for mean change from baseline to 12 months.,100.0
705,PRECIS-2,"At baseline, groups were balanced on most demographic and health history characteristics, as well as study outcomes.",fulltext,"At baseline, groups were balanced on most demographic and health history characteristics, as well as study outcomes.",100.0
705,PRECIS-2,Hockey is an important part of Canadian culture; two-thirds of adult Canadians follow the game as a fan and 80% of Canadians identify hockey as a key part of what it means to be Canadian (24).,fulltext,Hockey is an important part of Canadian culture; twothirds of adult Canadians follow the game as a fan and 80% of Canadians identify hockey as a key part of what it means to be Canadian (24).,99.47916666666666
705,PRECIS-2,"When examining clinically significant weight loss of at least 5% (18), our results indicate that men participating in Hockey FIT were 10 times more likely to achieve this weight loss by 12 wk compared with the controls.",fulltext,"When examining clinically significant weight loss of at least 5% (18), our results indicate that men participating in Hockey FIT were 10 times more likely to achieve this weight loss by 12 wk compared with the controls.",100.0
705,PRECIS-2,"Program sessions com- prised the following: 1) classroom-based teaching of behavior change techniques and simple information sharing on PA and healthy eating, delivered to encourage participant interaction and mutual learning, and 2) exercise sessions where men performed aerobic, strength, and flexibility exercises, incorporating their passion for hockey off the ice.",fulltext,"Program sessions comprised the following: 1) classroom-based teaching of behavior change techniques and simple information sharing on PA and healthy eating, delivered to encourage participant interaction and mutual learning, and 2) exercise sessions where men performed aerobic, strength, and flexibility exercises, incorporating their passion for hockey off the ice.",99.45799457994579
705,PRECIS-2,"Overall, trial retention was 980% at 12 wk and 975% (intervention group only) at 12 months.",fulltext,"Overall, trial retention was 980% at 12 wk and 975% (intervention group only) at 12 months.",100.0
705,PRECIS-2,"We used a pragmatic approach for the program venue at each site, using a combination of the hockey team_s arena and an affiliated health club facility.",fulltext,"We used a pragmatic approach for the program venue at each site, using a combination of the hockey team_s arena and an affiliated health club facility.",100.0
705,PRECIS-2,"Recruitment occurred using a variety of methods (e.g., hockey team e-mail blasts and social media accounts, study Web site (http://hockeyfansintraining.org/), posters, traditional media advertisements, word of mouth, direct contact at team arena).",fulltext,"Recruitment occurred using a variety of methods (e.g., hockey team e-mail blasts and social media accounts, study Web site (http://hockeyfansintraining.org/), posters, traditional media advertisements, word of mouth, direct contact at team arena).",100.0
705,PRECIS-2,Eighty men were recruited in 4 wk; trial retention was 980% at 12 wk and 975% at 12 months.,fulltext,Eighty men were recruited in 4 wk; trial retention was 980% at 12 wk and 975% at 12 months.,100.0
705,PRECIS-2,Follow-up occurred at 12 wk (both groups) and 12 months (intervention group only to explore the sustainability of long-term change).,fulltext,Follow-up occurred at 12 wk (both groups) and 12 months (intervention group only to explore the sustainability of long-term change).,100.0
715,PRECIS-2,"The inclusion criteria were: a positive diagnosis of RA (1987 American College of Rheumatology (ACR) criteria), age 18 years or older and the ability to complete questionnaires unaided.",fulltext,"The inclusion criteria were: a positive diagnosis of RA (1987 American College of Rheumatology (ACR) criteria), 29 age 18 years or older and the ability to complete questionnaires unaided.",100.0
715,PRECIS-2,The usual RLC is similar to the above except that it usually involves an allocated 15-min time slot.,fulltext,The usual RLC is similar to the above except that it usually involves an allocated 15-min time slot.,100.0
715,PRECIS-2,Analysis followed per-protocol (PP) and intention-to-treat (ITT) approaches.,fulltext,Analysis followed per-protocol (PP) and intention-to-treat (ITT) approaches.,100.0
715,PRECIS-2,"The NLC interventions usually include allocated 30-min time slots in which the CNS takes history, performs physical examination, pain control, prescribing or recommending medication and dosage changes, intra-articular or intramuscular steroid injections, provision of patient education, psychosocial support and ordering blood tests or X-rays.",fulltext,"The NLC interventions usually include allocated 30-min time slots in which the CNS takes history, performs physical examination, pain control, prescribing or recommending medication and dosage changes, intra-articular or intramuscular steroid injections, provision of patient education, psychosocial support and ordering blood tests or X-rays.",100.0
715,PRECIS-2,"Patients were seen by their respective practitioners at baseline and at weeks 13, 26, 39 and 52.",fulltext,"Patients were seen by their respective practitioners at baseline and at weeks 13, 26, 39 and 52.",100.0
715,PRECIS-2,"Exclusions were: unstabilised concomitant disease, awaiting surgery and already receiving care from the practitioners involved in the study.",fulltext,"Exclusions were: unstabilised concomitant disease, awaiting surgery and already receiving care from the practitioners involved in the study.",100.0
715,PRECIS-2,"The primary outcome was the disease activity score (DAS28) assessed at baseline, weeks 13, 26, 39 and 52.",fulltext,"The primary outcome was the disease activity score (DAS28) assessed at baseline, weeks 13, 26, 39 and 52.",100.0
715,PRECIS-2,The study was conducted in outpatient clinics of 10 rheumatology centres across the UK.,fulltext,The study was conducted in outpatient clinics of 10 rheumatology centres across the UK.,100.0
715,PRECIS-2,The primary endpoint shows that NLC was not inferior to RLC at any follow-up time point.,fulltext,The primary endpoint shows that NLC was not inferior to RLC at any follow-up time point.,100.0
715,PRECIS-2,"After gaining patient consent, demographics and disease activity score in 28 joints (DAS28), patients were randomly assigned using a remote secure telephone randomisation service provided by Leeds University Clinical Trials Research Unit.",fulltext,"After gaining patient consent, demographics and disease activity score in 28 joints (DAS28), patients were randomly assigned using a remote secure telephone randomisation service provided by Leeds University Clinical Trials Research Unit.",100.0
715,PRECIS-2,"Ninety-two per cent (83/90) of patient under NLC attended all five clinic sessions, with a mean total consultation time of 111 min compared to 85% (77/91) of the RLC group who had a mean total consultation time of 71 min.",fulltext,"Ninety-two per cent (83/90) of patient under NLC attended all five clinic sessions, with a mean total consultation time of 111 min compared to 85% (77/91) of the RLC group who had a mean total consultation time of 71 min.",100.0
